ts,symbol,bid_sz,bid_px,ask_px,ask_sz
2019-01-02 14:02:23.990279171,USO,13000,9.43,9.44,23000
2019-01-02 14:02:23.990432565,UGA,0,0.0,22.57,1400
2019-01-02 14:02:23.991775124,UGA,1400,22.45,22.57,1400
2019-01-02 14:02:23.993000489,USO,13000,9.43,9.44,20000
2019-01-02 14:02:23.993779491,UGA,1400,22.45,22.58,1400
2019-01-02 14:02:23.994140141,BNO,500,14.99,15.05,500
2019-01-02 14:02:23.997504280,USO,13000,9.43,9.44,15000
2019-01-02 14:02:24.004516024,BNO,500,14.99,15.06,500
2019-01-02 14:02:24.015529594,UGA,1400,22.45,22.57,1400
2019-01-02 14:02:24.026551960,USO,13000,9.43,9.44,18000
2019-01-02 14:02:24.055674708,BNO,500,14.99,15.03,500
2019-01-02 14:02:24.092744573,USO,13000,9.43,9.44,23000
2019-01-02 14:02:24.187098271,FXA,1000,69.8,69.92,1000
2019-01-02 14:02:24.305118511,FXA,1000,69.8,69.93,1000
2019-01-02 14:02:24.396366093,USO,13000,9.43,9.44,18000
2019-01-02 14:02:24.401587115,SPY,500,245.84,245.95,500
2019-01-02 14:02:24.529689935,GLD,500,121.39,121.45,1000
2019-01-02 14:02:24.530632960,ULE,500,14.83,14.89,500
2019-01-02 14:02:24.530863949,GLD,500,121.4,121.45,1000
2019-01-02 14:02:24.531826452,GLD,500,121.39,121.45,1000
2019-01-02 14:02:24.545947471,FXE,4000,108.56,108.78,4000
2019-01-02 14:02:24.609026893,SPY,500,245.84,245.97,500
2019-01-02 14:02:24.677824779,SPY,500,245.84,245.95,500
2019-01-02 14:02:24.994703213,USO,10000,9.43,9.44,18000
2019-01-02 14:02:24.995085376,USO,10000,9.43,9.44,23000
2019-01-02 14:02:25.080347832,USO,5000,9.43,9.44,23000
2019-01-02 14:02:25.080413708,USO,8000,9.42,9.44,23000
2019-01-02 14:02:25.081567697,USO,13000,9.42,9.44,23000
2019-01-02 14:02:25.083962231,USO,8000,9.42,9.44,23000
2019-01-02 14:02:25.102788510,USO,8000,9.42,9.44,28000
2019-01-02 14:02:25.181887231,USO,13000,9.42,9.44,28000
2019-01-02 14:02:25.230295524,GLD,500,121.4,121.45,1000
2019-01-02 14:02:25.282800673,USO,5000,9.43,9.44,28000
2019-01-02 14:02:25.289775111,GLD,500,121.39,121.45,1000
2019-01-02 14:02:25.316773554,USO,13000,9.42,9.44,28000
2019-01-02 14:02:25.379516425,UNG,1500,24.39,24.46,1500
2019-01-02 14:02:25.444188490,USO,5000,9.43,9.44,28000
2019-01-02 14:02:25.452685562,USO,13000,9.42,9.44,28000
2019-01-02 14:02:25.519557551,USO,13000,9.42,9.44,23000
2019-01-02 14:02:25.552748647,USO,5000,9.43,9.44,23000
2019-01-02 14:02:25.616247880,MSFT,0,0.0,99.41,100
2019-01-02 14:02:25.652750196,USO,10000,9.43,9.44,23000
2019-01-02 14:02:25.708028279,USO,10000,9.43,9.44,18000
2019-01-02 14:02:25.716210957,MSFT,0,0.0,0.0,0
2019-01-02 14:02:25.721068967,USO,13000,9.43,9.44,18000
2019-01-02 14:02:25.723038675,USO,13000,9.43,9.44,15000
2019-01-02 14:02:25.725890360,UGA,1400,22.45,22.58,1400
2019-01-02 14:02:25.727092561,UGA,1400,22.46,22.58,1400
2019-01-02 14:02:25.752803231,USO,18000,9.43,9.44,15000
2019-01-02 14:02:26.073148330,UNG,1500,24.38,24.46,1500
2019-01-02 14:02:26.073589891,UNG,1500,24.38,24.44,800
2019-01-02 14:02:26.073893238,UNG,1500,24.38,24.44,1500
2019-01-02 14:02:26.110290074,SPY,500,245.84,245.97,500
2019-01-02 14:02:26.113379708,USO,13000,9.43,9.44,15000
2019-01-02 14:02:26.115084515,USO,13000,9.43,9.44,18000
2019-01-02 14:02:26.115309190,USO,13000,9.43,9.44,15000
2019-01-02 14:02:26.115897211,USO,18000,9.43,9.44,15000
2019-01-02 14:02:26.132689480,USO,13000,9.43,9.44,15000
2019-01-02 14:02:26.137153395,SPY,500,245.84,245.95,500
2019-01-02 14:02:26.173483460,UNG,1500,24.39,24.44,1500
2019-01-02 14:02:26.273647249,SPY,500,245.84,245.97,500
2019-01-02 14:02:26.273667240,SPY,500,245.84,246.0,500
2019-01-02 14:02:26.273673919,SPY,500,245.84,246.02,500
2019-01-02 14:02:26.273708827,SPY,500,245.87,246.02,500
2019-01-02 14:02:26.274293339,EEM,2100,38.55,38.58,3300
2019-01-02 14:02:26.274689615,USO,18000,9.43,9.44,15000
2019-01-02 14:02:26.274815187,GLD,500,121.4,121.45,1000
2019-01-02 14:02:26.288566510,EEM,3300,38.56,38.58,3300
2019-01-02 14:02:26.295706154,YCL,500,57.89,57.97,500
2019-01-02 14:02:26.305805526,YCS,1000,73.36,73.43,1000
2019-01-02 14:02:26.382837608,SPY,500,245.89,246.02,500
2019-01-02 14:02:26.391199560,FXY,1000,87.34,87.47,1000
2019-01-02 14:02:26.442193121,YCL,500,57.89,57.96,500
2019-01-02 14:02:26.446684980,YCS,1000,73.36,73.44,1000
2019-01-02 14:02:26.450782522,GLD,500,121.39,121.45,1000
2019-01-02 14:02:26.480269512,YCS,1000,73.37,73.44,1000
2019-01-02 14:02:26.480268713,FXY,1000,87.34,87.46,1000
2019-01-02 14:02:26.611948293,GLD,500,121.4,121.45,1000
2019-01-02 14:02:26.703984464,GLD,500,121.39,121.45,1000
2019-01-02 14:02:26.705845680,GLD,500,121.4,121.45,1000
2019-01-02 14:02:26.950748872,YCL,0,0.0,57.96,500
2019-01-02 14:02:26.951728601,YCL,500,57.88,57.96,500
2019-01-02 14:02:26.988306733,YCL,500,57.89,57.96,500
2019-01-02 14:02:27.050813505,FXF,500,94.32,94.4,1000
2019-01-02 14:02:27.056016684,EEM,3200,38.56,38.58,3300
2019-01-02 14:02:27.090225520,FXF,1000,94.32,94.4,1000
2019-01-02 14:02:27.129207337,FXF,1000,94.32,94.39,1000
2019-01-02 14:02:27.170781003,FXF,500,94.32,94.39,1000
2019-01-02 14:02:27.186118677,SPY,500,245.92,246.02,500
2019-01-02 14:02:27.190973106,FXF,1000,94.32,94.39,1000
2019-01-02 14:02:27.191640878,EUM,8800,20.61,20.68,8800
2019-01-02 14:02:27.254222347,GLD,500,121.39,121.45,1000
2019-01-02 14:02:27.285369839,GLD,500,121.39,121.44,1000
2019-01-02 14:02:27.285424906,GLD,500,121.39,121.45,1000
2019-01-02 14:02:27.286632317,GLD,500,121.4,121.45,1000
2019-01-02 14:02:27.310685306,FXF,500,94.32,94.39,1000
2019-01-02 14:02:27.342410228,EUM,8800,20.62,20.68,8800
2019-01-02 14:02:27.346051933,EEM,2100,38.55,38.58,3300
2019-01-02 14:02:27.480142047,FXB,1000,122.19,122.52,1000
2019-01-02 14:02:27.492138988,BBY,100,51.73,0.0,0
2019-01-02 14:02:27.495830832,FXE,4000,108.56,108.77,4000
2019-01-02 14:02:27.497957199,UNG,1000,24.37,24.44,1500
2019-01-02 14:02:27.498398686,UNG,1000,24.37,24.43,1200
2019-01-02 14:02:27.503778669,GLD,500,121.39,121.45,1000
2019-01-02 14:02:27.509368435,GLD,500,121.4,121.45,1000
2019-01-02 14:02:27.592062733,BBY,0,0.0,0.0,0
2019-01-02 14:02:27.796816211,EEM,3300,38.56,38.58,3300
2019-01-02 14:02:27.843296134,GLD,500,121.39,121.45,1000
2019-01-02 14:02:27.849891334,GLD,500,121.38,121.45,1000
2019-01-02 14:02:27.850239498,GLD,500,121.38,121.44,1000
2019-01-02 14:02:27.862661190,GLD,500,121.39,121.44,1000
2019-01-02 14:02:27.866585583,YCL,500,57.89,57.95,500
2019-01-02 14:02:27.894831245,UNG,1200,24.38,24.43,1200
2019-01-02 14:02:27.930782700,FXF,1000,94.31,94.39,1000
2019-01-02 14:02:27.948507755,UNG,1200,24.38,24.44,1500
2019-01-02 14:02:28.038503963,YCS,1000,73.37,73.45,1000
2019-01-02 14:02:28.120665690,FXY,0,0.0,87.46,1000
2019-01-02 14:02:28.121698651,FXY,1000,87.33,87.46,1000
2019-01-02 14:02:28.123554368,YCS,1000,73.38,73.45,1000
2019-01-02 14:02:28.216436159,GLD,500,121.39,121.45,1000
2019-01-02 14:02:28.227157992,FXY,1000,87.34,87.46,1000
2019-01-02 14:02:28.249106949,SPY,500,245.94,246.02,500
