ts,symbol,size,price,trade_id
2019-01-02 14:30:09.323721183,AMD,100,17.99,10909769
2019-01-02 14:30:09.338764075,LABU,100,30.86,10911505
2019-01-02 14:30:09.350629001,FCG,600,14.4,10912748
2019-01-02 14:30:09.351464326,JNJ,100,128.05,10913017
2019-01-02 14:30:09.363417882,WING,100,63.325,10914604
2019-01-02 14:30:09.399975057,ACM,1500,26.06,10917967
2019-01-02 14:30:09.400925496,ACM,400,26.06,10918076
2019-01-02 14:30:09.406815761,LOGM,500,80.99,10918603
2019-01-02 14:30:09.409118368,WTFC,100,64.675,10918874
2019-01-02 14:30:09.441371935,EPR,500,63.5,10922118
2019-01-02 14:30:09.457673872,IBKR,300,53.675,10924083
2019-01-02 14:30:09.477554001,AR,400,9.17,10926032
2019-01-02 14:30:09.477568011,INTU,100,191.43,10926040
2019-01-02 14:30:09.493946953,GIS,100,38.81,10927105
2019-01-02 14:30:09.509078868,BWA,784,33.945,10928388
2019-01-02 14:30:09.546996492,MUA,100,12.99,10933194
2019-01-02 14:30:09.548819598,MUA,90,12.99,10933747
2019-01-02 14:30:09.553585146,TMO,100,220.07,10934394
2019-01-02 14:30:09.588551042,TER,1300,30.76,10938547
2019-01-02 14:30:09.590148849,TMO,100,220.115,10938728
2019-01-02 14:30:09.590157367,TMO,100,220.115,10938746
2019-01-02 14:30:09.605542656,HELE,84,128.75,10940302
2019-01-02 14:30:09.632806405,SWN,600,3.345,10943958
2019-01-02 14:30:09.635730839,MU,100,30.89,10944363
2019-01-02 14:30:09.637904837,RF-A,5,24.95,10944664
2019-01-02 14:30:09.646357717,JNK,200,33.44,10945564
2019-01-02 14:30:09.652270751,TME,100,12.785,10946172
2019-01-02 14:30:09.656214113,PFE,100,43.18,10946638
2019-01-02 14:30:09.669601447,PRO,46,31.21,10947869
2019-01-02 14:30:09.704054309,MRNA,600,14.95,10951195
2019-01-02 14:30:09.710600195,LFUS,100,167.625,10951998
2019-01-02 14:30:09.710600195,LFUS,100,167.625,10952007
2019-01-02 14:30:09.717512164,SABR,1200,21.21,10952870
2019-01-02 14:30:09.719150007,SLAB,100,76.845,10953148
2019-01-02 14:30:09.719150007,SLAB,100,76.845,10953175
2019-01-02 14:30:09.719150007,SLAB,100,76.845,10953201
2019-01-02 14:30:09.735054994,FCX,81,10.0,10957387
2019-01-02 14:30:09.744090922,NLSN,100,22.86,10958361
2019-01-02 14:30:09.746212055,NLSN,1,22.84,10958600
2019-01-02 14:30:09.768692202,PTEN,200,10.135,10960092
2019-01-02 14:30:09.769356546,CNK,600,35.545,10960146
2019-01-02 14:30:09.785346600,EWBC,600,43.15,10962344
2019-01-02 14:30:09.785864197,WAFD,100,25.89,10962449
2019-01-02 14:30:09.785864197,WAFD,100,25.89,10962466
2019-01-02 14:30:09.787123722,MU,100,30.89,10962595
2019-01-02 14:30:09.791330701,WBA,100,67.1,10963241
2019-01-02 14:30:09.791801025,GATX,18,68.62,10963316
2019-01-02 14:30:09.793284345,WBA,100,67.1,10963542
2019-01-02 14:30:09.798258185,CNK,800,35.545,10964344
2019-01-02 14:30:09.817658966,HYLS,4,44.835,10968495
2019-01-02 14:30:09.855816908,TAL,100,26.22,10974160
2019-01-02 14:30:09.886660126,AMZN,2,1461.99,10978169
2019-01-02 14:30:09.886831758,TQQQ,100,34.77,10978224
2019-01-02 14:30:09.894682662,PAAS,100,14.585,10980240
2019-01-02 14:30:09.895827120,PAAS,100,14.585,10980505
2019-01-02 14:30:09.910812198,IWM,500,132.105,10983913
2019-01-02 14:30:09.915661952,INTC,100,45.79,10984812
2019-01-02 14:30:09.918354250,IWM,100,132.105,10985374
2019-01-02 14:30:09.924765126,JNK,200,33.44,10986246
2019-01-02 14:30:09.942214651,JNK,100,33.44,10987927
2019-01-02 14:30:09.947697180,MKTX,100,207.57,10988820
2019-01-02 14:30:09.950029835,LIVN,100,90.16,10989024
2019-01-02 14:30:09.951112401,MSFT,100,99.17,10989211
2019-01-02 14:30:09.951112401,MSFT,100,99.16,10989235
2019-01-02 14:30:09.964250988,RDS.A,100,57.77,10991444
2019-01-02 14:30:09.968228595,XLNX,100,82.88,10992044
2019-01-02 14:30:09.968228595,XLNX,100,82.87,10992052
2019-01-02 14:30:09.973654456,AR,100,9.16,10992647
2019-01-02 14:30:09.975963971,AR,100,9.16,10992985
2019-01-02 14:30:09.988790546,WRE,1,22.59,10994472
2019-01-02 14:30:09.994570900,VIPS,100,5.29,10995141
2019-01-02 14:30:10.005726714,AMD,100,17.98,11000707
2019-01-02 14:30:10.008190433,LAMR,600,68.335,11002246
2019-01-02 14:30:10.017670027,MDLZ,100,39.9,11006428
2019-01-02 14:30:10.058298371,SABR,2600,21.22,11021762
2019-01-02 14:30:10.103530708,SLGN,100,23.07,11033912
2019-01-02 14:30:10.118606539,AMZN,100,1462.03,11037217
2019-01-02 14:30:10.120265130,DEI,1100,33.675,11037602
2019-01-02 14:30:10.168003724,NUVA,100,47.76,11048332
2019-01-02 14:30:10.171256090,MTCH,100,41.945,11049697
2019-01-02 14:30:10.185818061,TMO,100,220.01,11055297
2019-01-02 14:30:10.193288866,GM,400,32.86,11057480
2019-01-02 14:30:10.236843168,TRQ,100,1.64,11070959
2019-01-02 14:30:10.236843168,TRQ,100,1.64,11070989
2019-01-02 14:30:10.250091134,STZ,100,159.61,11074108
2019-01-02 14:30:10.252071247,AR,100,9.16,11074639
2019-01-02 14:30:10.264471117,PTEN,200,10.135,11077407
2019-01-02 14:30:10.280214657,UAL,100,82.07,11081329
2019-01-02 14:30:10.282152040,UAL,100,82.07,11081683
2019-01-02 14:30:10.284015870,UAL,100,82.07,11081988
2019-01-02 14:30:10.285847371,UAL,100,82.07,11082461
2019-01-02 14:30:10.294852972,CGNX,100,37.645,11084530
2019-01-02 14:30:10.300407274,PHM,100,25.71,11085786
2019-01-02 14:30:10.305724635,BRG,50,8.92,11087107
2019-01-02 14:30:10.308576032,EPR,100,63.5,11087787
2019-01-02 14:30:10.319957355,SPOT,100,112.15,11090389
2019-01-02 14:30:10.330592483,OSUR,200,11.7,11092306
2019-01-02 14:30:10.330720776,OMC,100,72.525,11092350
2019-01-02 14:30:10.349860616,VWO,100,37.725,11096275
2019-01-02 14:30:10.374326548,AMZN,62,1461.955,11101943
2019-01-02 14:30:10.391921803,PEP,600,109.39,11107556
2019-01-02 14:30:10.391921803,PEP,300,109.39,11107566
2019-01-02 14:30:10.391921803,PEP,300,109.39,11107579
2019-01-02 14:30:10.423522467,INTC,100,45.825,11115479
2019-01-02 14:30:10.477107865,XLV,100,85.275,11127967
2019-01-02 14:30:10.477107865,XLV,200,85.275,11127975
2019-01-02 14:30:10.494383872,MDU,1900,23.76,11131959
2019-01-02 14:30:10.517116430,XLV,200,85.265,11135324
2019-01-02 14:30:10.521227093,CDK,27,47.22,11136037
2019-01-02 14:30:10.528109922,GDS,100,22.09,11138005
2019-01-02 14:30:10.535776113,MU,100,30.87,11139790
2019-01-02 14:30:10.537221686,MU,100,30.87,11140037
2019-01-02 14:30:10.544693265,CZR,100,6.69,11140926
2019-01-02 14:30:10.544693265,CZR,1000,6.69,11140936
2019-01-02 14:30:10.596065377,BDN,100,12.7,11147560
2019-01-02 14:30:10.604013555,ERJ,100,22.3,11148470
2019-01-02 14:30:10.604367306,BAC,100,24.08,11148516
2019-01-02 14:30:10.605715616,CTL,400,14.98,11148791
2019-01-02 14:30:10.605892605,FCX,500,10.0,11148854
2019-01-02 14:30:10.605960604,ERIC,200,8.5,11148869
2019-01-02 14:30:10.606332070,GOOG,86,1017.16,11148990
2019-01-02 14:30:10.607779326,KL,100,26.27,11149332
2019-01-02 14:30:10.608089313,S,100,5.73,11149421
2019-01-02 14:30:10.610533746,ITUB,100,9.25,11149937
2019-01-02 14:30:10.653879229,XLB,100,49.79,11154408
2019-01-02 14:30:10.654668125,CENX,300,7.19,11154465
2019-01-02 14:30:10.659945734,SPY,100,246.09,11154973
2019-01-02 14:30:10.662193923,ECH,100,41.06,11155082
2019-01-02 14:30:10.673952578,EFA,700,58.03,11158759
2019-01-02 14:30:10.680884420,GDX,100,21.055,11160096
2019-01-02 14:30:10.687205118,KNX,100,24.735,11160762
2019-01-02 14:30:10.687322067,KNX,100,24.72,11160784
2019-01-02 14:30:10.717545420,XLB,100,49.8,11163461
2019-01-02 14:30:10.729512130,MRO,100,13.925,11166505
2019-01-02 14:30:10.731526542,MRO,100,13.925,11166951
2019-01-02 14:30:10.741364661,PYPL,100,82.3,11169121
2019-01-02 14:30:10.742417441,PYPL,100,82.3,11169317
2019-01-02 14:30:10.742423443,PYPL,100,82.3,11169353
2019-01-02 14:30:10.743781752,PYPL,100,82.29,11169612
2019-01-02 14:30:10.744078278,PYPL,100,82.29,11169648
2019-01-02 14:30:10.750061355,PYPL,10,82.25,11170570
2019-01-02 14:30:10.775861411,EWBC,500,43.15,11174159
2019-01-02 14:30:10.775861411,EWBC,300,43.15,11174174
2019-01-02 14:30:10.776108994,XLB,100,49.75,11174199
2019-01-02 14:30:10.790286680,XLB,100,49.73,11176068
2019-01-02 14:30:10.793247547,CNK,100,35.545,11176423
2019-01-02 14:30:10.793247547,CNK,400,35.545,11176444
2019-01-02 14:30:10.803702297,XLB,100,49.72,11179529
2019-01-02 14:30:10.817801443,XLB,100,49.71,11181213
2019-01-02 14:30:10.818560353,GOOG,14,1017.16,11181338
2019-01-02 14:30:10.818560353,GOOG,86,1017.08,11181351
2019-01-02 14:30:10.820931308,XLB,100,49.72,11181654
2019-01-02 14:30:10.824879524,XLB,91,49.72,11182186
2019-01-02 14:30:10.824935389,XLB,9,49.72,11182234
2019-01-02 14:30:10.838538325,GDX,58,21.055,11183623
2019-01-02 14:30:10.838538325,GDX,42,21.055,11183628
2019-01-02 14:30:10.842430762,XLNX,100,82.87,11184160
2019-01-02 14:30:10.854651424,XLB,100,49.7,11185623
2019-01-02 14:30:10.858937567,XLB,100,49.7,11186353
2019-01-02 14:30:10.858937567,XLB,98,49.7,11186367
2019-01-02 14:30:10.883210963,EOG,100,85.42,11187985
2019-01-02 14:30:10.883227511,NUVA,100,48.195,11187987
2019-01-02 14:30:10.888153861,ALB,200,75.75,11188266
2019-01-02 14:30:10.897039260,NUVA,100,48.315,11188917
2019-01-02 14:30:10.958532958,PYPL,39,82.25,11194071
2019-01-02 14:30:10.960103890,VFC,41,70.13,11194294
2019-01-02 14:30:10.996938323,EOG,100,85.42,11197312
2019-01-02 14:30:11.001613439,BYSI,100,17.63,11198114
2019-01-02 14:30:11.004841212,APA,100,25.64,11200214
2019-01-02 14:30:11.004841212,APA,72,25.65,11200244
2019-01-02 14:30:11.008957113,AMD,100,18.0,11201321
2019-01-02 14:30:11.028318499,BEL,100,24.895,11204993
2019-01-02 14:30:11.039842020,GLIBA,100,40.3,11207278
2019-01-02 14:30:11.054277127,GDX,27,21.045,11208471
2019-01-02 14:30:11.057799690,GDX,73,21.045,11208795
2019-01-02 14:30:11.057799690,GDX,27,21.045,11208807
2019-01-02 14:30:11.091102660,EOG,100,85.42,11212025
2019-01-02 14:30:11.097984752,ALT,100,2.13,11212447
2019-01-02 14:30:11.100907977,ALT,100,2.13,11212650
2019-01-02 14:30:11.102956731,ALT,100,2.13,11212714
2019-01-02 14:30:11.104944485,ALT,100,2.13,11212809
2019-01-02 14:30:11.113421656,SPLK,100,101.78,11213428
2019-01-02 14:30:11.114643593,SPLK,100,101.98,11213523
2019-01-02 14:30:11.114698685,EFT,1000,12.67,11213531
2019-01-02 14:30:11.184190196,AMD,600,18.015,11218262
2019-01-02 14:30:11.235012998,FCX,200,10.005,11223203
2019-01-02 14:30:11.243663131,PAAS,27,14.51,11223617
2019-01-02 14:30:11.310894620,COST,100,200.67,11229326
2019-01-02 14:30:11.319176311,NVDA,100,130.43,11230265
2019-01-02 14:30:11.346960494,SPY,100,246.07,11234053
2019-01-02 14:30:11.366521781,PAAS,3,14.51,11235262
2019-01-02 14:30:11.368427723,BX,100,29.23,11235451
2019-01-02 14:30:11.371876123,MU,100,30.87,11235948
2019-01-02 14:30:11.377207167,M,100,29.11,11236378
2019-01-02 14:30:11.458359927,T,100,28.54,11243442
2019-01-02 14:30:11.458831605,T,100,28.54,11243549
2019-01-02 14:30:11.460058324,T,100,28.53,11243832
2019-01-02 14:30:11.470790439,PAAS,53,14.52,11245110
2019-01-02 14:30:11.480116373,PB,200,61.94,11246076
2019-01-02 14:30:11.496765276,PRAN,200,2.27,11247157
2019-01-02 14:30:11.504779474,APA,100,25.65,11247692
2019-01-02 14:30:11.505060337,PRAN,100,2.27,11247766
2019-01-02 14:30:11.532688982,LQD,100,112.84,11250335
2019-01-02 14:30:11.533948320,T,100,28.53,11250557
2019-01-02 14:30:11.534554091,T,100,28.52,11250672
2019-01-02 14:30:11.537080651,CZR,500,6.69,11250968
2019-01-02 14:30:11.537080651,CZR,100,6.69,11250976
2019-01-02 14:30:11.616902626,AMD,100,18.02,11257538
2019-01-02 14:30:11.617572239,FB,100,128.91,11257580
2019-01-02 14:30:11.619470987,AMD,100,18.01,11257734
2019-01-02 14:30:11.660935093,XLF,300,23.445,11260408
2019-01-02 14:30:11.660935093,XLF,300,23.445,11260414
2019-01-02 14:30:11.660935093,XLF,300,23.445,11260419
2019-01-02 14:30:11.671900285,T,100,28.51,11261525
2019-01-02 14:30:11.672027280,INTC,100,45.83,11261546
2019-01-02 14:30:11.672524310,T,100,28.51,11261648
2019-01-02 14:30:11.673792638,CTL,100,15.0,11261803
2019-01-02 14:30:11.674620591,CTL,100,14.96,11261974
2019-01-02 14:30:11.674790702,CTL,400,14.96,11262022
2019-01-02 14:30:11.682349900,INTC,100,45.83,11262613
2019-01-02 14:30:11.687018130,INTC,100,45.83,11262859
2019-01-02 14:30:11.688856366,T,100,28.505,11262955
2019-01-02 14:30:11.690126128,T,100,28.505,11263051
2019-01-02 14:30:11.690304701,TRQ,100,1.61,11263089
2019-01-02 14:30:11.711406233,TRQ,100,1.6,11264542
2019-01-02 14:30:11.711406233,TRQ,100,1.6,11264552
2019-01-02 14:30:11.733147055,AMD,100,18.01,11265862
2019-01-02 14:30:11.738546142,BGR,200,10.13,11266220
2019-01-02 14:30:11.739112471,BGR,100,10.15,11266259
2019-01-02 14:30:11.776671953,EWBC,100,43.15,11269248
2019-01-02 14:30:11.797556893,SHAK,100,44.82,11270397
2019-01-02 14:30:11.800549466,PCH,100,31.16,11270969
2019-01-02 14:30:11.806063733,XLF,3900,23.445,11271279
2019-01-02 14:30:11.825201737,MFA,100,6.63,11272863
2019-01-02 14:30:11.825511585,PYPL,100,82.25,11272921
2019-01-02 14:30:11.831366965,CTL,600,14.955,11273548
2019-01-02 14:30:11.832797759,CTL,400,14.955,11273629
2019-01-02 14:30:11.843909780,T,100,28.5,11274217
2019-01-02 14:30:11.856254632,CHY,319,9.47,11276070
2019-01-02 14:30:11.857550362,LAC,100,3.25,11276170
2019-01-02 14:30:11.861803516,SPY,100,246.06,11276575
2019-01-02 14:30:11.869233996,T,100,28.505,11277015
2019-01-02 14:30:11.870521652,T,100,28.505,11277168
2019-01-02 14:30:11.950459841,NEP,100,42.745,11284181
2019-01-02 14:30:11.951821343,EVOK,100,2.44,11284415
2019-01-02 14:30:11.953237670,TDG,96,333.79,11284663
2019-01-02 14:30:12.046520190,AMD,100,18.01,11292854
2019-01-02 14:30:12.094621713,SHV,100,110.315,11295337
2019-01-02 14:30:12.116043546,GLD,100,121.34,11297349
2019-01-02 14:30:12.238267018,OIH,100,13.73,11303569
2019-01-02 14:30:12.239803405,OIH,100,13.73,11303634
2019-01-02 14:30:12.240970486,OIH,100,13.73,11303667
2019-01-02 14:30:12.318320527,MRVL,100,15.87,11308395
2019-01-02 14:30:12.324179271,GOOGL,100,1027.17,11308698
2019-01-02 14:30:12.389678447,GOOGL,200,1025.78,11314971
2019-01-02 14:30:12.441899766,CSX,100,60.565,11319659
2019-01-02 14:30:12.449150489,WPX,100,10.98,11320693
2019-01-02 14:30:12.469701429,OIH,100,13.73,11322332
2019-01-02 14:30:12.470889669,OIH,550,13.73,11322382
2019-01-02 14:30:12.601644203,UTX,100,105.155,11330648
2019-01-02 14:30:12.615043227,UTX,3,105.06,11331457
2019-01-02 14:30:12.618691811,UTX,8,105.06,11331580
2019-01-02 14:30:12.659909788,PYPL,100,82.315,11333936
2019-01-02 14:30:12.665122234,CZR,200,6.67,11334244
2019-01-02 14:30:12.702549080,TEF,99,8.35,11336176
2019-01-02 14:30:12.702609549,TEF,1,8.35,11336196
2019-01-02 14:30:12.704101568,JPM,100,96.04,11336369
2019-01-02 14:30:12.729965781,AMD,100,18.03,11337827
2019-01-02 14:30:12.766003141,SNN,100,36.51,11339822
2019-01-02 14:30:12.766267281,TS,100,20.89,11339906
2019-01-02 14:30:12.774727579,EFA,100,58.02,11340765
2019-01-02 14:30:12.844173426,AMD,100,18.04,11347994
2019-01-02 14:30:12.852744264,AMD,800,18.04,11349696
2019-01-02 14:30:12.928713701,XLV,200,85.245,11354831
2019-01-02 14:30:12.936477209,BIG,100,28.56,11355663
2019-01-02 14:30:12.968415813,KO,100,46.985,11357966
2019-01-02 14:30:12.975890177,SABR,700,21.06,11358486
2019-01-02 14:30:13.113285099,PRAN,200,2.25,11367803
2019-01-02 14:30:13.119986408,BKNG,14,1690.84,11368042
2019-01-02 14:30:13.192632281,LULU,100,118.46,11371665
2019-01-02 14:30:13.228224243,DQ,429,22.54,11373913
2019-01-02 14:30:13.316137764,TMUS,100,62.8,11379521
2019-01-02 14:30:13.316535357,TMUS,100,62.79,11379556
2019-01-02 14:30:13.344832280,SPY,100,246.02,11381029
2019-01-02 14:30:13.363878074,MLNT,300,0.82,11382122
2019-01-02 14:30:13.377427733,DQ,100,22.54,11383056
2019-01-02 14:30:13.378832313,WBA,100,67.08,11383151
2019-01-02 14:30:13.381624573,GOOGL,100,1026.31,11383247
2019-01-02 14:30:13.417591584,CVRR,42,10.14,11387008
2019-01-02 14:30:13.423742272,CVS,100,64.815,11387675
2019-01-02 14:30:13.429861038,BAC,100,24.07,11388352
2019-01-02 14:30:13.431429479,MDLZ,100,39.8,11388689
2019-01-02 14:30:13.432387995,S,100,5.73,11388928
2019-01-02 14:30:13.432722371,T,100,28.5,11389005
2019-01-02 14:30:13.438198760,EEM,56,38.585,11389991
2019-01-02 14:30:13.438284518,EEM,444,38.585,11390024
2019-01-02 14:30:13.513307890,MPC,100,58.09,11396176
2019-01-02 14:30:13.514283233,INFO,100,47.13,11396239
2019-01-02 14:30:13.621935968,TLT,1000,121.635,11403576
2019-01-02 14:30:13.720630971,FB,100,128.915,11410634
2019-01-02 14:30:13.720630971,FB,200,128.915,11410641
2019-01-02 14:30:13.731030282,STZ,100,159.67,11411225
2019-01-02 14:30:13.762471456,INTU,100,191.43,11412868
2019-01-02 14:30:13.836974288,UTX,100,105.02,11416532
2019-01-02 14:30:13.836974288,UTX,100,105.02,11416537
2019-01-02 14:30:13.836974288,UTX,11,105.02,11416545
2019-01-02 14:30:13.836974288,UTX,12,105.02,11416553
2019-01-02 14:30:13.886292562,SPLK,100,101.76,11419334
2019-01-02 14:30:13.908781961,OIH,300,13.73,11420670
2019-01-02 14:30:13.914429903,HSIC,49,76.62,11421032
2019-01-02 14:30:13.950376836,LIVN,100,90.0,11422528
2019-01-02 14:30:13.964664363,MU,100,30.93,11423338
2019-01-02 14:30:13.965298326,SPY,100,246.03,11423445
2019-01-02 14:30:13.968863036,MU,100,30.94,11423646
2019-01-02 14:30:13.971475475,SPY,100,246.035,11423730
2019-01-02 14:30:14.008354447,CVM,100,3.01,11426235
2019-01-02 14:30:14.016283576,A,100,65.94,11429482
2019-01-02 14:30:14.018883545,JLL,77,122.37,11430614
2019-01-02 14:30:14.027622812,MA,100,185.77,11433189
2019-01-02 14:30:14.039708180,IMGN,100,4.54,11435303
2019-01-02 14:30:14.048213386,BX,100,29.18,11436656
2019-01-02 14:30:14.084862529,OLN,2100,19.705,11439735
2019-01-02 14:30:14.128968377,SIRI,100,5.71,11441817
2019-01-02 14:30:14.136491017,AR,100,9.12,11442241
2019-01-02 14:30:14.163242410,TCX,100,59.755,11443614
2019-01-02 14:30:14.188293403,AR,100,9.12,11444796
2019-01-02 14:30:14.252554604,TME,100,12.76,11447672
2019-01-02 14:30:14.258238860,AMD,500,18.055,11447970
2019-01-02 14:30:14.270695443,KR,100,27.355,11448794
2019-01-02 14:30:14.271367556,PFE,100,43.17,11448855
2019-01-02 14:30:14.271796127,T,100,28.515,11448889
2019-01-02 14:30:14.279309177,KR,100,27.355,11449356
2019-01-02 14:30:14.280799090,KR,100,27.355,11449432
2019-01-02 14:30:14.282223936,KR,100,27.355,11449492
2019-01-02 14:30:14.293704348,GOOGL,100,1026.35,11450161
2019-01-02 14:30:14.303332307,VEA,100,36.655,11450967
2019-01-02 14:30:14.303332307,VEA,300,36.65,11450976
2019-01-02 14:30:14.325733825,AMD,1000,18.055,11451877
2019-01-02 14:30:14.381506427,AMD,100,18.05,11454333
2019-01-02 14:30:14.381506427,AMD,100,18.05,11454342
2019-01-02 14:30:14.400710958,UGAZ,100,37.97,11455361
2019-01-02 14:30:14.460267830,AMD,100,18.05,11459073
2019-01-02 14:30:14.495331155,MU,100,30.97,11461078
2019-01-02 14:30:14.501956186,MYOK,100,44.61,11461518
2019-01-02 14:30:14.507313208,MU,100,30.98,11462052
2019-01-02 14:30:14.527368256,AMD,100,18.05,11463800
2019-01-02 14:30:14.536695884,TLT,100,121.635,11464413
2019-01-02 14:30:14.559112378,VEA,100,36.655,11465333
2019-01-02 14:30:14.572366922,MYL,300,26.9,11466377
2019-01-02 14:30:14.594354154,AMD,100,18.05,11467562
2019-01-02 14:30:14.616217158,AXTA,100,23.025,11470711
2019-01-02 14:30:14.683020188,ETSY,100,45.74,11473552
2019-01-02 14:30:14.710254855,SLGN,100,23.07,11474789
2019-01-02 14:30:14.710719124,MYL,100,26.87,11474808
2019-01-02 14:30:14.740984564,FWRD,100,53.155,11476293
2019-01-02 14:30:14.740984564,FWRD,20,53.155,11476299
2019-01-02 14:30:14.767048133,V,100,129.61,11477315
2019-01-02 14:30:14.768058031,MU,100,31.0,11477353
2019-01-02 14:30:14.819527457,HOLX,200,39.4,11480241
2019-01-02 14:30:14.833907429,TSN,100,52.985,11481530
2019-01-02 14:30:14.842899844,INTC,100,45.895,11482297
2019-01-02 14:30:14.860043525,UTX,100,105.0,11483181
2019-01-02 14:30:14.884748992,ALLY-A,300,25.37,11484625
2019-01-02 14:30:14.891195149,MKTX,73,207.42,11484853
2019-01-02 14:30:14.937373618,CAT,100,123.55,11488607
2019-01-02 14:30:14.977790798,IVAC,1,5.37,11491352
2019-01-02 14:30:15.013602475,TSM,100,36.135,11495585
2019-01-02 14:30:15.013695070,CNA,16,43.34,11495604
2019-01-02 14:30:15.022062505,IJR,100,68.46,11497541
2019-01-02 14:30:15.034193353,HOLX,200,39.365,11499161
2019-01-02 14:30:15.042113212,EEM,500,38.58,11500268
2019-01-02 14:30:15.042196363,IJR,100,68.44,11500295
2019-01-02 14:30:15.042810775,EEM,500,38.58,11500380
2019-01-02 14:30:15.052207082,SPXC,100,27.45,11501624
2019-01-02 14:30:15.068832463,UTX,200,105.01,11503190
2019-01-02 14:30:15.121758911,PRGO,100,38.65,11506365
2019-01-02 14:30:15.154375082,CAT,200,123.525,11508948
2019-01-02 14:30:15.220676882,SPY,100,246.03,11513594
2019-01-02 14:30:15.221967337,SPY,100,246.03,11514457
2019-01-02 14:30:15.222087251,VEA,100,36.655,11514475
2019-01-02 14:30:15.221967337,SPY,600,246.03,11514511
2019-01-02 14:30:15.227654454,VEA,100,36.655,11515547
2019-01-02 14:30:15.239949909,PRGO,100,38.65,11517138
2019-01-02 14:30:15.242668684,LPLA,100,59.48,11517397
2019-01-02 14:30:15.242864472,GPRK,54,13.41,11517420
2019-01-02 14:30:15.246456123,AMD,100,18.06,11517678
2019-01-02 14:30:15.248878854,AMD,100,18.05,11517950
2019-01-02 14:30:15.266202111,GDX,400,21.05,11519237
2019-01-02 14:30:15.272777934,TLT,800,121.635,11519712
2019-01-02 14:30:15.274887944,TLT,1100,121.635,11519929
2019-01-02 14:30:15.276457640,TLT,1100,121.635,11520036
2019-01-02 14:30:15.277871458,TLT,500,121.635,11520129
2019-01-02 14:30:15.298372028,SPY,100,246.02,11521988
2019-01-02 14:30:15.302542988,NEE,100,172.37,11522704
2019-01-02 14:30:15.313265646,GOOGL,1,1026.2,11523565
2019-01-02 14:30:15.336690850,GRMN,300,62.08,11525077
2019-01-02 14:30:15.394580550,SPY,500,245.98,11529243
2019-01-02 14:30:15.394708147,SPY,40,246.01,11529306
2019-01-02 14:30:15.394816835,SPY,50,246.01,11529388
2019-01-02 14:30:15.395019145,SPY,20,246.0,11529437
2019-01-02 14:30:15.486137977,SPY,100,245.99,11537852
2019-01-02 14:30:15.576875139,MDLZ,100,39.82,11547384
2019-01-02 14:30:15.576969545,KR,100,27.36,11547411
2019-01-02 14:30:15.577953667,RJF,100,73.27,11547664
2019-01-02 14:30:15.581228326,MRO,100,13.92,11548267
2019-01-02 14:30:15.583281613,KR,100,27.36,11548637
2019-01-02 14:30:15.587682971,MRO,100,13.92,11549125
2019-01-02 14:30:15.587864514,KR,100,27.36,11549138
2019-01-02 14:30:15.589655059,FCX,100,10.005,11549392
2019-01-02 14:30:15.609400441,BX,100,29.18,11551050
2019-01-02 14:30:15.681130011,VIV,58,12.11,11554515
2019-01-02 14:30:15.682744827,FCX,100,10.005,11554832
2019-01-02 14:30:15.684827884,S,100,5.73,11555275
2019-01-02 14:30:15.685467815,T,100,28.5,11555451
2019-01-02 14:30:15.685657239,T,100,28.5,11555552
2019-01-02 14:30:15.693900661,BBY,100,52.31,11556341
2019-01-02 14:30:15.748779081,QQQ,100,150.95,11559257
2019-01-02 14:30:15.749310213,LANC,93,174.66,11559331
2019-01-02 14:30:15.833373435,MSM,7,75.43,11563358
2019-01-02 14:30:15.865732762,IWM,100,132.11,11567737
2019-01-02 14:30:15.888441005,KO,100,46.985,11570900
2019-01-02 14:30:15.892957949,KO,100,46.985,11571097
2019-01-02 14:30:15.934126097,BP,100,37.465,11574003
2019-01-02 14:30:15.941507487,MFGP,100,16.98,11574874
2019-01-02 14:30:15.955663067,MS,100,38.95,11576401
2019-01-02 14:30:15.956801746,ABCB,1,32.28,11576433
2019-01-02 14:30:15.988727116,PSCH,88,106.21,11578666
2019-01-02 14:30:15.988727614,PSCH,212,106.21,11578674
2019-01-02 14:30:16.010918391,MRO,100,13.92,11580533
2019-01-02 14:30:16.018134767,AMD,50,18.05,11581430
2019-01-02 14:30:16.021553727,TSLA,100,304.92,11581817
2019-01-02 14:30:16.073032672,PACW,13,32.52,11588511
2019-01-02 14:30:16.094606633,TSLA,100,304.71,11590445
2019-01-02 14:30:16.097402583,TSLA,100,304.795,11590581
2019-01-02 14:30:16.101403583,TSLA,100,304.795,11590843
2019-01-02 14:30:16.108212297,EOG,100,85.495,11591256
2019-01-02 14:30:16.111423893,EOG,100,85.495,11591552
2019-01-02 14:30:16.119993051,EOG,100,85.495,11592316
2019-01-02 14:30:16.153066166,MSFT,100,99.11,11595456
2019-01-02 14:30:16.170943251,MSFT,100,99.11,11596709
2019-01-02 14:30:16.171678216,T,100,28.5,11596808
2019-01-02 14:30:16.171746990,T,100,28.5,11596825
2019-01-02 14:30:16.188728054,KEY,100,14.53,11597771
2019-01-02 14:30:16.193905075,AMD,100,18.05,11598116
2019-01-02 14:30:16.193905075,AMD,100,18.05,11598126
2019-01-02 14:30:16.211529287,A,300,66.34,11599352
2019-01-02 14:30:16.212717863,A,200,66.34,11599405
2019-01-02 14:30:16.213855911,A,100,66.34,11599445
