d,end,avail,ttm_ni,ttm_rev,sh,eps,eps_norm,raw,adj,pe,pe_norm,pe_divadj,ps,ps_divadj
2014-09-30,2014-06-28,2014-07-23,38555000000.0,178144000000.0,25040205000.0,1.5397238161588533,1.5397238161588533,25.1875,22.178630828857422,16.358453208079368,16.358453208079368,14.404291598337693,3.540395205213198,3.117463751649844
2014-10-01,2014-06-28,2014-07-23,38555000000.0,178144000000.0,25040205000.0,1.5397238161588533,1.5397238161588533,24.795000076293945,21.83302116394043,16.103537411111816,16.103537411111816,14.179829482931058,3.485224789414272,3.0688843054742625
2014-10-02,2014-06-28,2014-07-23,38555000000.0,178144000000.0,25040205000.0,1.5397238161588533,1.5397238161588533,24.975000381469727,21.991518020629883,16.220441691793027,16.220441691793027,14.282767980748709,3.510525919632882,3.0911628766490393
2014-10-03,2014-06-28,2014-07-23,38555000000.0,178144000000.0,25040205000.0,1.5397238161588533,1.5397238161588533,24.905000686645508,21.92987823486328,16.174979191252607,16.174979191252607,14.242734966308253,3.5006866507923045,3.0824986899699947
2014-10-06,2014-06-28,2014-07-23,38555000000.0,178144000000.0,25040205000.0,1.5397238161588533,1.5397238161588533,24.905000686645508,21.92987823486328,16.174979191252607,16.174979191252607,14.242734966308253,3.5006866507923045,3.0824986899699947
2014-10-07,2014-06-28,2014-07-23,38555000000.0,178144000000.0,25040205000.0,1.5397238161588533,1.5397238161588533,24.6875,21.73836326599121,16.033719645636104,16.033719645636104,14.118352290102177,3.470114407094822,3.0555790402421046
2014-10-08,2014-06-28,2014-07-23,38555000000.0,178144000000.0,25040205000.0,1.5397238161588533,1.5397238161588533,25.200000762939453,22.189645767211914,16.366572042644542,16.366572042644542,14.411445438681588,3.542152332406145,3.119012028967401
2014-10-09,2014-06-28,2014-07-23,38555000000.0,178144000000.0,25040205000.0,1.5397238161588533,1.5397238161588533,25.2549991607666,22.238075256347656,16.402291693954705,16.402291693954705,14.442898799750301,3.549882994995193,3.1258193552652505
2014-10-10,2014-06-28,2014-07-23,38555000000.0,178144000000.0,25040205000.0,1.5397238161588533,1.5397238161588533,25.1825008392334,22.174236297607422,16.355206417509436,16.355206417509436,14.401437494761531,3.5396925151960006,3.1168460493226315
2014-10-13,2014-06-28,2014-07-23,38555000000.0,178144000000.0,25040205000.0,1.5397238161588533,1.5397238161588533,24.952499389648438,21.971708297729492,16.20582803732776,16.20582803732776,14.269902216971794,3.5073631443055717,3.088378390377153
2014-10-14,2014-06-28,2014-07-23,38555000000.0,178144000000.0,25040205000.0,1.5397238161588533,1.5397238161588533,24.6875,21.73836326599121,16.033719645636104,16.033719645636104,14.118352290102177,3.470114407094822,3.0555790402421046
2014-10-15,2014-06-28,2014-07-23,38555000000.0,178144000000.0,25040205000.0,1.5397238161588533,1.5397238161588533,24.385000228881836,21.472003936767578,15.837255989009158,15.837255989009158,13.945360662364601,3.4275945564052006,3.01813914775388
2014-10-16,2014-06-28,2014-07-23,38555000000.0,178144000000.0,25040205000.0,1.5397238161588533,1.5397238161588533,24.065000534057617,21.190229415893555,15.629426707247108,15.629426707247108,13.762357374426271,3.3826148885054352,2.9785324713209813
2014-10-17,2014-06-28,2014-07-23,38555000000.0,178144000000.0,25040205000.0,1.5397238161588533,1.5397238161588533,24.417499542236328,21.5006103515625,15.858363224614287,15.858363224614287,13.963939588334771,3.4321627117669062,3.0221601110800647
2014-10-20,2014-06-28,2014-07-23,38555000000.0,178144000000.0,25040205000.0,1.5397238161588533,1.5397238161588533,24.940000534057617,21.9606990814209,16.197710441522815,16.197710441522815,14.262752092908597,3.5056062852125933,3.0868309173595008
2014-10-21,2014-06-28,2014-07-23,38555000000.0,178144000000.0,25040205000.0,1.5397238161588533,1.5397238161588533,25.61750030517578,22.557266235351562,16.63772426998221,16.63772426998221,14.650202847173684,3.6008367344909966,3.1706853487784117
2014-10-22,2014-06-28,2014-07-23,38555000000.0,178144000000.0,25040205000.0,1.5397238161588533,1.5397238161588533,25.747499465942383,22.671735763549805,16.722154451162957,16.722154451162957,14.724547042539713,3.6191096240377885,3.1867753683824245
