contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency
AAPL261120C00260000,2026-09-14 19:01:58+00:00,260.0,76.95,74.95,77.4,1.3999939,1.8530693,7.0,1072,0.5139208764648437,True,REGULAR,USD
AAPL261120C00265000,2026-09-11 19:53:58+00:00,265.0,70.74,70.25,72.5,0.0,0.0,273.0,1108,0.48846947082519543,True,REGULAR,USD
AAPL261120C00270000,2026-09-14 19:51:15+00:00,270.0,67.54,65.5,67.9,1.5400009,2.3333347,7.0,6638,0.4730277307128906,True,REGULAR,USD
AAPL261120C00275000,2026-09-14 17:00:11+00:00,275.0,63.24,60.8,63.2,1.8800011,3.063887,10.0,3025,0.4533135723876953,True,REGULAR,USD
AAPL261120C00280000,2026-09-14 16:35:22+00:00,280.0,58.4,56.15,57.65,0.45000076,0.77653277,24.0,2200,0.40717145568847657,True,REGULAR,USD
AAPL261120C00285000,2026-09-14 18:26:07+00:00,285.0,53.5,51.6,53.35,1.1500015,2.1967556,49.0,2562,0.398992826538086,True,REGULAR,USD
AAPL261120C00290000,2026-09-14 19:29:27+00:00,290.0,49.05,47.1,49.55,0.5699997,1.1757419,75.0,1905,0.40143420837402344,True,REGULAR,USD
AAPL261120C00295000,2026-09-14 18:42:02+00:00,295.0,44.75,42.8,45.2,1.1699982,2.6847134,165.0,1331,0.38660281372070304,True,REGULAR,USD
AAPL261120C00300000,2026-09-14 19:57:29+00:00,300.0,40.07,38.9,39.9,1.0699997,2.743589,237.0,5473,0.34802898071289057,True,REGULAR,USD
AAPL261120C00305000,2026-09-14 19:57:13+00:00,305.0,35.39,35.05,36.15,0.8899994,2.5797083,124.0,3342,0.3441227697753906,True,REGULAR,USD
AAPL261120C00310000,2026-09-14 19:58:51+00:00,310.0,31.7,31.2,32.2,0.35000038,1.1164286,110.0,13205,0.3327398269653321,True,REGULAR,USD
AAPL261120C00315000,2026-09-14 19:26:53+00:00,315.0,28.85,27.65,29.4,1.4300003,5.2151723,158.0,5940,0.34097949066162114,True,REGULAR,USD
AAPL261120C00320000,2026-09-14 19:50:12+00:00,320.0,25.18,24.15,24.95,1.1000004,4.568108,144.0,7117,0.3140022213745117,True,REGULAR,USD
AAPL261120C00325000,2026-09-14 19:55:00+00:00,325.0,21.55,20.7,22.05,0.25,1.1737089,148.0,10817,0.3129035995483398,True,REGULAR,USD
AAPL261120C00330000,2026-09-14 19:59:29+00:00,330.0,18.48,18.2,18.6,0.47999954,2.6666641,540.0,10555,0.29822479125976553,True,REGULAR,USD
AAPL261120C00335000,2026-09-14 19:58:56+00:00,335.0,15.75,15.6,15.85,0.27999973,1.809953,749.0,7955,0.29209081939697257,False,REGULAR,USD
AAPL261120C00340000,2026-09-14 19:57:36+00:00,340.0,13.35,13.1,13.4,0.40000057,3.0888076,430.0,7702,0.2871470211791991,False,REGULAR,USD
AAPL261120C00345000,2026-09-14 19:47:34+00:00,345.0,11.5,10.95,11.25,0.42000008,3.7906144,264.0,5954,0.2833323620605468,False,REGULAR,USD
AAPL261120C00350000,2026-09-14 19:59:24+00:00,350.0,9.3,9.1,9.3,0.21000004,2.3102314,1565.0,13579,0.27887684020996095,False,REGULAR,USD
AAPL261120C00355000,2026-09-14 19:54:52+00:00,355.0,7.8,7.45,7.7,0.1500001,1.9607855,2370.0,5378,0.2767101138305663,False,REGULAR,USD
AAPL261120C00360000,2026-09-14 19:49:37+00:00,360.0,6.17,6.05,6.3,-0.07999992,-1.2799988,670.0,12623,0.27436028381347655,False,REGULAR,USD
AAPL261120C00365000,2026-09-14 19:21:32+00:00,365.0,5.35,4.9,5.1,0.25,4.901961,232.0,4716,0.2720409710693359,False,REGULAR,USD
AAPL261120C00370000,2026-09-14 19:21:48+00:00,370.0,4.3,3.9,4.1,0.26000023,6.4356494,329.0,5094,0.2702404519653321,False,REGULAR,USD
AAPL261120C00375000,2026-09-14 19:59:29+00:00,375.0,3.2,3.1,3.3,-0.099999905,-3.0303001,206.0,3031,0.26947752014160153,False,REGULAR,USD
AAPL261120C00380000,2026-09-14 19:54:32+00:00,380.0,2.63,2.48,2.61,-0.029999971,-1.1278185,428.0,3582,0.268012691040039,False,REGULAR,USD
AAPL261120C00385000,2026-09-14 19:54:11+00:00,385.0,2.09,1.95,2.09,-0.11000013,-5.0000057,46.0,438,0.26819579467773436,False,REGULAR,USD
AAPL261120C00390000,2026-09-14 19:51:14+00:00,390.0,1.66,1.51,1.67,-0.07000005,-4.0462456,36.0,1747,0.26868407104492187,False,REGULAR,USD
AAPL261120C00395000,2026-09-14 18:21:31+00:00,395.0,1.27,1.17,1.33,-0.13,-9.285714,94.0,247,0.26929441650390623,False,REGULAR,USD
AAPL261120C00400000,2026-09-14 19:32:02+00:00,400.0,0.98,0.93,1.02,-0.110000014,-10.091744,1940.0,35886,0.2679516564941406,False,REGULAR,USD
AAPL261120C00410000,2026-09-14 19:46:05+00:00,410.0,0.63,0.52,0.62,-0.050000012,-7.3529425,78.0,1443,0.2683178637695312,False,REGULAR,USD
AAPL261120C00420000,2026-09-14 19:54:46+00:00,420.0,0.37,0.33,0.43,-0.07999998,-17.777775,107.0,917,0.27539787109374997,False,REGULAR,USD
AAPL261120C00430000,2026-09-14 19:01:50+00:00,430.0,0.22,0.15,0.28,-0.09,-29.032257,465.0,1434,0.27930408203124996,False,REGULAR,USD
AAPL261120C00440000,2026-09-14 19:25:17+00:00,440.0,0.15,0.06,0.2,-0.08999999,-37.499996,30.0,676,0.2866282275390625,False,REGULAR,USD
AAPL261120C00450000,2026-09-14 15:56:36+00:00,450.0,0.12,0.03,0.11,-0.009999998,-7.692306,2.0,3096,0.2841868457031249,False,REGULAR,USD
AAPL261120C00460000,2026-09-14 19:59:39+00:00,460.0,0.06,0.03,0.08,-0.030000005,-33.333336,4.0,2397,0.2910227148437499,False,REGULAR,USD
AAPL261120C00470000,2026-09-14 18:01:18+00:00,470.0,0.06,0.02,0.07,-0.05,-45.454544,2.0,133,0.30371790039062496,False,REGULAR,USD
AAPL261120C00480000,2026-09-14 17:48:22+00:00,480.0,0.05,0.0,0.09,-0.009999998,-16.666662,11.0,705,0.32910827148437494,False,REGULAR,USD
AAPL261120C00490000,2026-09-09 18:46:29+00:00,490.0,0.05,0.01,0.08,0.0,0.0,6.0,707,0.340826904296875,False,REGULAR,USD
AAPL261120C00500000,2026-09-14 19:34:42+00:00,500.0,0.02,0.0,0.03,-0.02,-50.0,12.0,4513,0.3242255078124999,False,REGULAR,USD
AAPL261120C00510000,2026-09-10 14:21:47+00:00,510.0,0.04,0.01,0.09,0.0,0.0,3.0,990,0.375982802734375,False,REGULAR,USD
AAPL261120C00520000,2026-09-14 13:59:43+00:00,520.0,0.04,0.0,0.3,-0.04,-50.0,2.0,46,0.4497125341796875,False,REGULAR,USD
AAPL261120C00530000,2026-09-14 14:20:18+00:00,530.0,0.07,0.0,0.41,0.04,133.33333,2.0,93,0.4858449853515625,False,REGULAR,USD
AAPL261120C00540000,2026-09-11 14:08:10+00:00,540.0,0.14,0.0,0.12,0.0,0.0,1.0,30,0.432622861328125,False,REGULAR,USD
AAPL261120C00550000,2026-09-08 18:50:43+00:00,550.0,0.02,0.0,0.53,0.0,0.0,5.0,31,0.5363815893554689,False,REGULAR,USD
AAPL261120C00560000,2026-09-04 14:22:47+00:00,560.0,0.1,0.0,0.53,0.0,0.0,1.0,115,0.5043994873046875,False,REGULAR,USD
AAPL261120C00570000,2026-09-14 19:27:58+00:00,570.0,0.01,0.0,0.53,0.0,0.0,19.0,37,0.5190477783203125,False,REGULAR,USD
AAPL261120C00580000,2026-09-14 14:16:54+00:00,580.0,0.02,0.0,0.53,0.01,100.0,1.0,698,0.53320779296875,False,REGULAR,USD
AAPL261120C00590000,2026-09-14 14:16:54+00:00,590.0,0.02,0.0,0.51,-0.030000001,-60.0,1.0,54,0.5444381494140625,False,REGULAR,USD
AAPL261120C00600000,2026-09-10 19:08:53+00:00,600.0,0.02,0.0,0.04,0.0,0.0,1.0,625,0.46094289062500005,False,REGULAR,USD
