contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency
AAPL261120P00295000,2026-09-14 19:55:54+00:00,295.0,3.8,3.4,3.65,0.18000007,4.972378,68,6435,0.29572237487792963,False,REGULAR,USD
AAPL261120P00300000,2026-09-14 19:46:48+00:00,300.0,4.34,4.25,4.4,-0.059999943,-1.3636351,463,18369,0.2884592639160155,False,REGULAR,USD
AAPL261120P00305000,2026-09-14 19:53:58+00:00,305.0,5.09,5.05,5.3,-0.25999975,-4.8598084,468,4672,0.2815623602294921,False,REGULAR,USD
AAPL261120P00310000,2026-09-14 19:59:41+00:00,310.0,6.3,6.25,6.4,-0.19999981,-3.07692,461,14369,0.27558097473144527,False,REGULAR,USD
AAPL261120P00315000,2026-09-14 19:53:55+00:00,315.0,7.35,7.45,7.7,-0.53999996,-6.844106,726,7084,0.26984372741699214,False,REGULAR,USD
AAPL261120P00320000,2026-09-14 19:23:36+00:00,320.0,8.57,9.05,9.25,-0.8299999,-8.829787,126,5614,0.2649304464721679,False,REGULAR,USD
AAPL261120P00325000,2026-09-14 19:46:53+00:00,325.0,11.01,10.8,11.0,-0.23999977,-2.1333313,453,2073,0.2594373373413086,False,REGULAR,USD
AAPL261120P00330000,2026-09-14 19:59:40+00:00,330.0,12.9,12.85,13.1,-0.53999996,-4.017857,383,2681,0.25571423004150395,False,REGULAR,USD
AAPL261120P00335000,2026-09-14 19:58:03+00:00,335.0,15.13,15.05,15.3,-0.72000027,-4.5425887,483,1966,0.24912249908447265,True,REGULAR,USD
AAPL261120P00340000,2026-09-14 19:33:40+00:00,340.0,17.07,17.6,17.9,-1.2299995,-6.721309,37,617,0.2447585290527344,True,REGULAR,USD
AAPL261120P00345000,2026-09-14 19:19:09+00:00,345.0,19.45,20.1,20.95,-1.6999989,-8.03782,32,162,0.2434768035888672,True,REGULAR,USD
AAPL261120P00350000,2026-09-14 19:03:32+00:00,350.0,23.5,22.75,24.7,0.10000038,0.42735207,46,127,0.2505262936401367,True,REGULAR,USD
AAPL261120P00355000,2026-09-14 17:17:17+00:00,355.0,25.93,25.75,28.2,-0.6700001,-2.5187972,7,254,0.2486952572631836,True,REGULAR,USD
AAPL261120P00360000,2026-09-14 19:00:56+00:00,360.0,29.85,29.65,31.85,-1.5499992,-4.936303,5,462,0.24521628814697266,True,REGULAR,USD
AAPL261120P00365000,2026-09-14 19:59:09+00:00,365.0,34.5,33.3,35.95,-0.22999954,-0.66225034,4,44,0.2472914627075195,True,REGULAR,USD
AAPL261120P00370000,2026-09-14 15:46:15+00:00,370.0,38.0,37.4,39.85,-0.20000076,-0.5235622,1,32,0.2398147308349609,True,REGULAR,USD
AAPL261120P00375000,2026-09-11 15:38:45+00:00,375.0,43.25,41.7,44.15,0.0,0.0,4,61,0.23804472900390622,True,REGULAR,USD
AAPL261120P00380000,2026-09-01 17:05:38+00:00,380.0,55.0,46.15,48.6,0.0,0.0,10,5,0.23657989990234374,True,REGULAR,USD
AAPL261120P00385000,2026-09-11 16:40:08+00:00,385.0,52.05,50.35,53.6,0.0,0.0,6,6,0.25324233093261717,True,REGULAR,USD
AAPL261120P00390000,2026-09-11 17:52:23+00:00,390.0,57.4,55.6,57.95,0.0,0.0,1,1,0.2399978344726562,True,REGULAR,USD
AAPL261120P00400000,2026-09-11 17:54:22+00:00,400.0,67.05,65.0,68.85,0.0,0.0,2,1,0.3107979077148437,True,REGULAR,USD
AAPL261120P00410000,2026-09-09 18:33:50+00:00,410.0,97.78,74.95,78.9,0.0,0.0,2,0,0.3430241479492187,True,REGULAR,USD
