contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency
AAPL270115P00215000,2026-09-14 19:47:52+00:00,215.0,0.57,0.48,0.69,0.13999999,32.558136,7.0,563,0.39649041015625003,False,REGULAR,USD
AAPL270115P00220000,2026-09-14 19:47:52+00:00,220.0,0.62,0.59,0.76,-0.00999999,-1.5873001,222.0,17355,0.38477177734374995,False,REGULAR,USD
AAPL270115P00225000,2026-09-11 16:20:21+00:00,225.0,0.72,0.67,0.89,0.0,0.0,59.0,1861,0.37720349365234374,False,REGULAR,USD
AAPL270115P00230000,2026-09-14 19:49:17+00:00,230.0,0.89,0.85,0.99,0.050000012,5.952382,43.0,25708,0.36646141357421874,False,REGULAR,USD
AAPL270115P00235000,2026-09-14 19:48:52+00:00,235.0,1.03,0.93,1.15,0.06999999,7.291666,16.0,1909,0.35864899169921877,False,REGULAR,USD
AAPL270115P00240000,2026-09-14 19:47:52+00:00,240.0,1.14,1.1,1.29,-0.00999999,-0.8695644,9.0,59679,0.348639326171875,False,REGULAR,USD
AAPL270115P00245000,2026-09-14 19:47:52+00:00,245.0,1.35,1.27,1.5,0.029999971,2.272725,30.0,4703,0.3413151806640625,False,REGULAR,USD
AAPL270115P00250000,2026-09-14 19:44:29+00:00,250.0,1.64,1.53,1.66,0.09000003,5.806454,206.0,24908,0.3303899969482421,False,REGULAR,USD
AAPL270115P00255000,2026-09-14 19:54:40+00:00,255.0,1.77,1.78,1.95,-0.07000005,-3.8043506,385.0,5314,0.324103438720703,False,REGULAR,USD
AAPL270115P00260000,2026-09-14 19:44:03+00:00,260.0,2.01,2.13,2.26,-0.099999905,-4.739332,21.0,12989,0.3169623968505859,False,REGULAR,USD
AAPL270115P00265000,2026-09-14 19:02:31+00:00,265.0,2.33,2.48,2.64,-0.18000007,-7.1713176,17.0,3844,0.31061480407714837,False,REGULAR,USD
AAPL270115P00270000,2026-09-14 19:44:07+00:00,270.0,2.83,2.84,3.05,-0.10000014,-3.412974,234.0,17398,0.30356531402587883,False,REGULAR,USD
AAPL270115P00275000,2026-09-14 19:44:03+00:00,275.0,3.35,3.3,3.55,-0.03000021,-0.88758016,247.0,6613,0.2973703076171874,False,REGULAR,USD
AAPL270115P00280000,2026-09-14 19:46:02+00:00,280.0,3.95,3.85,4.15,-0.06999993,-1.7412919,122.0,21283,0.29181616394042953,False,REGULAR,USD
AAPL270115P00285000,2026-09-14 19:46:02+00:00,285.0,4.35,4.55,4.8,-0.4000001,-8.421054,60.0,4041,0.28552960571289054,False,REGULAR,USD
AAPL270115P00290000,2026-09-14 19:44:05+00:00,290.0,5.15,5.25,5.55,-0.33999968,-6.193073,134.0,10328,0.2794261511230468,False,REGULAR,USD
AAPL270115P00295000,2026-09-14 19:34:08+00:00,295.0,6.0,6.15,6.45,-0.42999983,-6.687401,164.0,11111,0.27423821472167964,False,REGULAR,USD
AAPL270115P00300000,2026-09-14 19:46:59+00:00,300.0,7.2,7.15,7.45,-0.22000027,-2.9649632,482.0,13686,0.26868407104492187,False,REGULAR,USD
AAPL270115P00305000,2026-09-14 19:27:10+00:00,305.0,8.07,8.3,8.6,-0.6199999,-7.1346364,62.0,8755,0.2634656173706055,False,REGULAR,USD
AAPL270115P00310000,2026-09-14 19:59:50+00:00,310.0,9.78,9.65,9.9,-0.3000002,-2.9761925,155.0,24593,0.25830819824218754,False,REGULAR,USD
AAPL270115P00315000,2026-09-14 19:45:01+00:00,315.0,11.0,11.05,11.4,-0.52000046,-4.5138927,440.0,14265,0.2537611245727539,False,REGULAR,USD
AAPL270115P00320000,2026-09-14 19:45:01+00:00,320.0,12.6,12.7,13.05,-0.6700001,-5.048983,125.0,10778,0.2488783609008789,False,REGULAR,USD
AAPL270115P00325000,2026-09-14 19:50:10+00:00,325.0,14.4,14.65,14.95,-0.8000002,-5.263159,35.0,5706,0.24488059814453128,False,REGULAR,USD
AAPL270115P00330000,2026-09-14 19:56:29+00:00,330.0,16.7,16.65,17.0,-0.6499996,-3.7463953,293.0,1930,0.24024197265624997,False,REGULAR,USD
AAPL270115P00335000,2026-09-14 19:59:27+00:00,335.0,19.1,18.95,19.3,-0.6499996,-3.2911372,98.0,1641,0.2361831753540039,True,REGULAR,USD
AAPL270115P00340000,2026-09-14 19:59:16+00:00,340.0,21.6,21.45,21.85,-0.5,-2.2624433,142.0,2702,0.2326126544189453,True,REGULAR,USD
AAPL270115P00345000,2026-09-14 14:52:54+00:00,345.0,24.33,24.15,24.55,0.030000687,0.12345962,6.0,550,0.22815713256835937,True,REGULAR,USD
AAPL270115P00350000,2026-09-14 19:13:49+00:00,350.0,26.1,26.65,27.75,-1.1999989,-4.3956003,5.0,672,0.22748575256347653,True,REGULAR,USD
AAPL270115P00355000,2026-09-11 14:43:54+00:00,355.0,30.1,29.15,31.55,0.0,0.0,40.0,113,0.23249058532714845,True,REGULAR,USD
AAPL270115P00360000,2026-09-14 15:44:58+00:00,360.0,32.97,32.85,33.95,-1.6800003,-4.8484855,8.0,195,0.21448539428710936,True,REGULAR,USD
AAPL270115P00365000,2026-09-14 18:31:16+00:00,365.0,36.8,36.0,38.5,-1.4000015,-3.6649253,4.0,84,0.22562419891357421,True,REGULAR,USD
AAPL270115P00370000,2026-09-14 18:33:04+00:00,370.0,40.5,39.75,42.25,-1.3400002,-3.2026772,2.0,100,0.22208419525146478,True,REGULAR,USD
AAPL270115P00375000,2026-09-11 17:27:13+00:00,375.0,44.4,43.7,46.15,0.0,0.0,2.0,25,0.2180253979492187,True,REGULAR,USD
AAPL270115P00380000,2026-09-14 18:59:20+00:00,380.0,48.5,47.8,50.15,-1.5099983,-3.019393,4.0,24,0.21250177154541017,True,REGULAR,USD
AAPL270115P00385000,2026-09-10 14:07:39+00:00,385.0,66.05,52.05,54.5,0.0,0.0,10.0,5,0.21125056335449216,True,REGULAR,USD
AAPL270115P00390000,2026-09-10 14:07:47+00:00,390.0,70.75,56.45,58.9,0.0,0.0,56.0,28,0.20832090515136714,True,REGULAR,USD
AAPL270115P00395000,2026-07-31 14:46:17+00:00,395.0,91.63,73.65,76.25,0.0,0.0,2.0,0,0.4445245977783203,True,REGULAR,USD
AAPL270115P00400000,2026-09-11 18:03:41+00:00,400.0,67.15,65.75,67.8,0.0,0.0,4.0,10,0.19300123413085937,True,REGULAR,USD
AAPL270115P00410000,2026-09-08 19:32:36+00:00,410.0,94.0,75.0,78.25,0.0,0.0,1.0,1,0.23194127441406248,True,REGULAR,USD
AAPL270115P00420000,2026-07-28 17:36:16+00:00,420.0,81.55,98.35,101.4,0.0,0.0,10.0,0,0.5215807119750976,True,REGULAR,USD
AAPL270115P00430000,2026-08-03 18:57:33+00:00,430.0,124.69,108.1,111.4,0.0,0.0,5.0,0,0.5224351956176757,True,REGULAR,USD
AAPL270115P00440000,2025-11-26 14:30:02+00:00,440.0,162.08,175.6,179.2,0.0,0.0,20.0,0,1.334109774780273,True,REGULAR,USD
AAPL270115P00450000,2025-06-09 16:26:33+00:00,450.0,245.9,0.0,0.0,0.0,0.0,1.0,0,1.0000000000000003e-05,True,REGULAR,USD
AAPL270115P00530000,2025-11-19 14:49:13+00:00,530.0,260.32,265.5,269.2,0.0,0.0,10.0,0,1.5595114797973633,True,REGULAR,USD
AAPL270115P00550000,2025-12-24 17:56:41+00:00,550.0,274.35,291.95,295.85,0.0,0.0,,0,1.6861893132019041,True,REGULAR,USD
AAPL270115P00600000,2026-07-20 15:34:53+00:00,600.0,274.25,287.65,291.05,0.0,0.0,,0,1.0281725837707523,True,REGULAR,USD
