ts,symbol,bid_sz,bid_px,ask_px,ask_sz
2016-12-12 12:17:16.759266861,CNXR,0,0.0,0.0,0
2016-12-12 12:17:16.759309334,COOL,0,0.0,0.0,0
2016-12-12 12:17:16.759360851,CPE-A,0,0.0,0.0,0
2016-12-12 12:17:16.759404305,CRC,0,0.0,0.0,0
2016-12-12 12:17:16.759456370,CRVL,0,0.0,0.0,0
2016-12-12 12:17:16.759584317,CSS,0,0.0,0.0,0
2016-12-12 12:17:16.759638803,CTSH,0,0.0,0.0,0
2016-12-12 12:17:16.759685822,CVA,0,0.0,0.0,0
2016-12-12 12:17:16.759730620,CWH,0,0.0,0.0,0
2016-12-12 12:17:16.759788920,CYS-B,0,0.0,0.0,0
2016-12-12 12:17:16.759840655,DBEF,0,0.0,0.0,0
2016-12-12 12:17:16.759891127,DD,0,0.0,0.0,0
2016-12-12 12:17:16.759952603,DEMG,0,0.0,0.0,0
2016-12-12 12:17:16.759994550,DGICA,0,0.0,0.0,0
2016-12-12 12:17:16.760040867,DIM,0,0.0,0.0,0
2016-12-12 12:17:16.760311528,DLPH,0,0.0,0.0,0
2016-12-12 12:17:16.760356455,DOG,0,0.0,0.0,0
2016-12-12 12:17:16.760406678,DRR,0,0.0,0.0,0
2016-12-12 12:17:16.760449671,DTLA-,0,0.0,0.0,0
2016-12-12 12:17:16.760501540,DVYL,0,0.0,0.0,0
2016-12-12 12:17:16.760556677,DXPS,0,0.0,0.0,0
2016-12-12 12:17:16.760599701,EAT,0,0.0,0.0,0
2016-12-12 12:17:16.760654464,ECT,0,0.0,0.0,0
2016-12-12 12:17:16.760714946,EEMS,0,0.0,0.0,0
2016-12-12 12:17:16.760758783,EGF,0,0.0,0.0,0
2016-12-12 12:17:16.760801658,EKSO,0,0.0,0.0,0
2016-12-12 12:17:16.760856142,EMCR,0,0.0,0.0,0
2016-12-12 12:17:16.760908109,ENB,0,0.0,0.0,0
2016-12-12 12:17:16.760957641,ENZL,0,0.0,0.0,0
2016-12-12 12:17:16.761004269,EQC-D,0,0.0,0.0,0
2016-12-12 12:17:16.761070557,ERYY,0,0.0,0.0,0
2016-12-12 12:17:16.761110747,ESTE,0,0.0,0.0,0
2016-12-12 12:17:16.761152895,EUSA,0,0.0,0.0,0
2016-12-12 12:17:16.761207229,EVSTC,0,0.0,0.0,0
2016-12-12 12:17:16.761258904,EWW,0,0.0,0.0,0
2016-12-12 12:17:16.761301664,EZJ,0,0.0,0.0,0
2016-12-12 12:17:16.761355697,FBIO,0,0.0,0.0,0
2016-12-12 12:17:16.761471760,FCH-A,0,0.0,0.0,0
2016-12-12 12:17:16.761540705,FEEU,0,0.0,0.0,0
2016-12-12 12:17:16.761585808,FFR,0,0.0,0.0,0
2016-12-12 12:17:16.761631836,FILL,0,0.0,0.0,0
2016-12-12 12:17:16.761689180,FLIC,0,0.0,0.0,0
2016-12-12 12:17:16.761740785,FMF,0,0.0,0.0,0
2016-12-12 12:17:16.761787216,FNV,0,0.0,0.0,0
2016-12-12 12:17:16.761835849,FPT,0,0.0,0.0,0
2016-12-12 12:17:16.761894359,FSAM,0,0.0,0.0,0
2016-12-12 12:17:16.761953788,FTF,0,0.0,0.0,0
2016-12-12 12:17:16.761994679,FUND,0,0.0,0.0,0
2016-12-12 12:17:16.761998219,FUSB,0,0.0,0.0,0
2016-12-12 12:17:16.762050556,FXP,0,0.0,0.0,0
2016-12-12 12:17:16.762050932,FXR,0,0.0,0.0,0
2016-12-12 12:17:16.762101284,GAMR,0,0.0,0.0,0
2016-12-12 12:17:16.762101619,GARD,0,0.0,0.0,0
2016-12-12 12:17:16.762146968,GD,0,0.0,0.0,0
2016-12-12 12:17:16.762148582,GDDY,0,0.0,0.0,0
2016-12-12 12:17:16.762206514,GENY,0,0.0,0.0,0
2016-12-12 12:17:16.762206889,GEO,0,0.0,0.0,0
2016-12-12 12:17:16.762266124,GGT,0,0.0,0.0,0
2016-12-12 12:17:16.762267452,GGT-B,0,0.0,0.0,0
2016-12-12 12:17:16.762308223,GJT,0,0.0,0.0,0
2016-12-12 12:17:16.762308673,GJV,0,0.0,0.0,0
2016-12-12 12:17:16.762363218,GLV,0,0.0,0.0,0
2016-12-12 12:17:16.762363789,GLW,0,0.0,0.0,0
2016-12-12 12:17:16.762411587,GNRT,0,0.0,0.0,0
2016-12-12 12:17:16.762412145,GNRX,0,0.0,0.0,0
2016-12-12 12:17:16.762460327,GPIAW,0,0.0,0.0,0
2016-12-12 12:17:16.762462848,GPIC,0,0.0,0.0,0
2016-12-12 12:17:16.762505566,GRR,0,0.0,0.0,0
2016-12-12 12:17:16.762505942,GRU,0,0.0,0.0,0
2016-12-12 12:17:16.762560501,GSLC,0,0.0,0.0,0
2016-12-12 12:17:16.762561049,GSM,0,0.0,0.0,0
2016-12-12 12:17:16.762603041,GURE,0,0.0,0.0,0
2016-12-12 12:17:16.762603551,GURI,0,0.0,0.0,0
2016-12-12 12:17:16.762603984,GURU,0,0.0,0.0,0
2016-12-12 12:17:16.762615388,GUSH,0,0.0,0.0,0
2016-12-12 12:17:16.762657232,HA,0,0.0,0.0,0
2016-12-12 12:17:16.762657702,HABT,0,0.0,0.0,0
2016-12-12 12:17:16.762700139,HBK,0,0.0,0.0,0
2016-12-12 12:17:16.762711142,HBM,0,0.0,0.0,0
2016-12-12 12:17:16.762755194,HDG,0,0.0,0.0,0
2016-12-12 12:17:16.762755671,HDGE,0,0.0,0.0,0
2016-12-12 12:17:16.762807255,HEP,0,0.0,0.0,0
2016-12-12 12:17:16.762807595,HEQ,0,0.0,0.0,0
2016-12-12 12:17:16.762846831,HGSH,0,0.0,0.0,0
2016-12-12 12:17:16.762864919,HGT,0,0.0,0.0,0
2016-12-12 12:17:16.762908237,HLI,0,0.0,0.0,0
2016-12-12 12:17:16.762908584,HLIT,0,0.0,0.0,0
2016-12-12 12:17:16.762951031,HOLX,0,0.0,0.0,0
2016-12-12 12:17:16.762954183,HOMB,0,0.0,0.0,0
2016-12-12 12:17:16.763005061,HRMN,0,0.0,0.0,0
2016-12-12 12:17:16.763006596,HRMNU,0,0.0,0.0,0
2016-12-12 12:17:16.763149843,HTD,0,0.0,0.0,0
2016-12-12 12:17:16.763150482,HTF,0,0.0,0.0,0
2016-12-12 12:17:16.763198491,HWCC,0,0.0,0.0,0
2016-12-12 12:17:16.763199074,HWKN,0,0.0,0.0,0
2016-12-12 12:17:16.763240501,IAG,0,0.0,0.0,0
2016-12-12 12:17:16.763243393,IAGG,0,0.0,0.0,0
2016-12-12 12:17:16.763285154,IBLN,0,0.0,0.0,0
2016-12-12 12:17:16.763285590,IBM,0,0.0,0.0,0
2016-12-12 12:17:16.763350499,ICUI,0,0.0,0.0,0
2016-12-12 12:17:16.763351886,ICVT,0,0.0,0.0,0
2016-12-12 12:17:16.763394182,IEV,0,0.0,0.0,0
2016-12-12 12:17:16.763394678,IEX,0,0.0,0.0,0
2016-12-12 12:17:16.763449542,IHD,0,0.0,0.0,0
2016-12-12 12:17:16.763450573,IHDG,0,0.0,0.0,0
2016-12-12 12:17:16.763491510,IMAX,0,0.0,0.0,0
2016-12-12 12:17:16.763492174,IMDZ,0,0.0,0.0,0
2016-12-12 12:17:16.763545624,INDY,0,0.0,0.0,0
2016-12-12 12:17:16.763546874,INF,0,0.0,0.0,0
2016-12-12 12:17:16.763590082,INTT,0,0.0,0.0,0
2016-12-12 12:17:16.763590373,INTU,0,0.0,0.0,0
2016-12-12 12:17:16.763645151,IPFF,0,0.0,0.0,0
2016-12-12 12:17:16.763645532,IPG,0,0.0,0.0,0
2016-12-12 12:17:16.763688986,IRIX,0,0.0,0.0,0
2016-12-12 12:17:16.763689372,IRL,0,0.0,0.0,0
2016-12-12 12:17:16.763745020,IST,0,0.0,0.0,0
2016-12-12 12:17:16.763745559,ISTB,0,0.0,0.0,0
2016-12-12 12:17:16.763783836,IVC,0,0.0,0.0,0
2016-12-12 12:17:16.763795652,IVE,0,0.0,0.0,0
