symbol,trades,expectancy,median_ret,win,avg_win,avg_loss,ER,autocorr1,vol_ann,kurtosis,gap_freq,vspike_freq,spike_reversal,pct_above_sma200,bh_total,beta,n_days,personality,above_avg
DRUG,108,0.8755398113861126,-0.009590871667343015,48.148148148148145,2.0111630242603913,-0.17896745771143271,0.2457949050799065,0.06194070675397365,6.468660881326028,1196.3600958773798,0.07283763277693475,0.12291350531107739,0.22500491358511504,0.2898330804248862,1.2466666610152632,0.1936643992868111,1317,Erratic/Manipulated,True
AEHR,134,0.3909021776258813,-0.02176656759680462,49.25373134328358,0.9980660426300622,-0.1984039266428823,0.24313548739853832,-0.016884090607924986,1.0623952732076893,22.202352024075918,0.0617120106171201,0.07365627073656271,0.0206454956705671,0.5487723954877239,57.232324212658774,2.2393297213703516,1506,Erratic/Manipulated,True
LITE,128,0.39071412322630306,0.04232012059257506,55.46875,0.7869329554400942,-0.10282161514526147,0.24819046799899055,-0.059895855989903324,0.5777940275398027,6.2900746325508265,0.043795620437956206,0.027206370272063702,-0.01405307256096524,0.4366290643662906,10.423195244819373,1.6439741212359587,1506,Erratic/Manipulated,True
RITE,147,0.35130495910659726,-0.05712337752716756,46.25850340136054,1.2815037174279904,-0.4493724531194122,0.21657232156203707,-0.09467875338001916,5.103817751505626,423.1990635428317,0.37558062375580625,0.17584605175846052,-0.030558489333648388,0.48241539482415396,36.00000094587451,0.058164472037237645,1506,Erratic/Manipulated,True
BE,134,0.28271909249979993,-0.03841979798684103,46.26865671641791,0.8266163105752137,-0.1856368452873619,0.2518742104812896,0.03526156449325996,0.9011422469380541,11.38630783298035,0.0710019907100199,0.021897810218978103,0.01002324159305644,0.43264764432647645,33.879108485456015,2.1826085957107018,1506,Erratic/Manipulated,True
DOCN,108,0.26426246556714605,-0.016236081640745137,48.148148148148145,0.7317434903373473,-0.16982705743375498,0.23317136784436623,0.03390488108952466,0.7055810284530806,8.03633930785347,0.03571428571428571,0.0364741641337386,-0.0010922746661259405,0.3981762917933131,3.076941276999081,2.1266090844393206,1315,Erratic/Manipulated,True
WDC,123,0.2513827410853393,-0.04827377333348215,36.58536585365854,0.8531706930889891,-0.0958026158398433,0.25494746281866887,0.01679113215661237,0.49446181397615924,3.6553170676381237,0.026542800265428004,0.0205706702057067,-0.01925794493615609,0.5162574651625746,21.240645686846655,1.549885161548033,1506,Erratic/Manipulated,True
STX,130,0.24078649851296782,0.014806244595984008,52.307692307692314,0.5417156266276875,-0.08926480329027323,0.26280942747841096,0.02885714716767915,0.43804371699025824,5.425544638605409,0.021897810218978103,0.017916390179163903,-0.00711898954515291,0.6191108161911082,19.561575334408975,1.2903495455793543,1506,Erratic/Manipulated,True
SMCI,138,0.2063563143051427,-0.022631716177674788,46.3768115942029,0.6510059659120924,-0.178205546544111,0.2439363036577163,-0.00425869523090422,0.8103319355555906,10.360563273988074,0.055739880557398806,0.0338420703384207,0.003925603695016933,0.6177836761778368,8.489322300896502,1.9106104115370381,1506,Erratic/Manipulated,True
COGT,142,0.2053892689472224,-0.07300131083972883,38.028169014084504,0.8141190553211763,-0.16814946360043112,0.2329062480797007,0.01380340493072638,1.8630857177340194,847.5331481974556,0.029197080291970802,0.055076310550763105,0.010218032619669233,0.44525547445255476,16.270000457763672,1.4381521061125204,1506,Erratic/Manipulated,True
DELL,118,0.18870913756857857,0.017676206961108942,51.69491525423729,0.45579569138343734,-0.09712033230346323,0.24850240111408348,0.04116610232133968,0.4810984069356869,22.746287195325138,0.023224950232249502,0.026542800265428004,-0.004350524522397638,0.5832780358327804,15.515606851575733,1.3711218728881427,1506,Erratic/Manipulated,True
GEO,126,0.1868457424787455,0.024790227832394263,55.55555555555556,0.4417988914305721,-0.13184569371103774,0.23720232100767713,0.0009452834804097745,0.5527829157208922,26.650176805363756,0.0185799601857996,0.035169210351692105,-0.007431753155782495,0.45985401459854014,1.4750634721452127,0.8198201026846134,1506,Erratic/Manipulated,True
RVMD,136,0.17326056658988076,0.1192363169153502,61.76470588235294,0.386516391387696,-0.17122961192966668,0.24049864446318717,0.01734061595098056,0.6337838022342105,15.016583967551945,0.023224950232249502,0.0411413404114134,0.007760390402656715,0.47047113470471136,3.32908363579035,1.2976576762764582,1506,Erratic/Manipulated,True
ASRT,123,0.17153427248756914,-0.024427856197974163,47.15447154471545,0.613899215862342,-0.22319136929299735,0.26179941827575764,-0.01895794968360481,0.8310506264824823,10.674923132148972,0.034574468085106384,0.06981382978723404,0.006095403903327614,0.4142287234042553,-0.5364342942591869,1.1712263138310697,1503,Erratic/Manipulated,True
ANF,123,0.17073714511741794,0.010017478383794631,51.21951219512195,0.45523953671176115,-0.1279903660566424,0.2691378791504215,-0.0267382471128279,0.6024062103489147,14.845387984234947,0.021234240212342402,0.0245520902455209,-0.009937234152880755,0.504313205043132,7.191549388600716,1.316333361081223,1506,Mixed,True
AMC,124,0.16746918459143031,-0.12816831500400722,22.58064516129032,1.3597543129568488,-0.1802806445151501,0.25998767372570475,-0.047743450729631154,1.7390551648420856,383.50935599808474,0.0809555408095554,0.055739880557398806,0.0517734679149458,0.15328467153284672,-0.9487318861487031,1.1053131420953726,1506,Erratic/Manipulated,True
CTMX,131,0.16097212990932394,-0.10872544387146232,37.404580152671755,0.7592752743803763,-0.19655048081118295,0.24679404006146358,-0.02546309308207591,1.3160928599821964,337.6542816634107,0.025879230258792303,0.06901128069011281,-0.002677461651261581,0.31187790311877905,-0.6424242366443981,1.3092954782175246,1506,Erratic/Manipulated,True
CIEN,128,0.14838151674361544,-0.027711097150530106,48.4375,0.4212924466245634,-0.10798935678091146,0.2709631902191179,-0.006164203985471587,0.472474370268294,11.880338950271666,0.0225613802256138,0.028533510285335104,-0.002026747939142626,0.5759787657597877,6.986199361262297,1.4416215836402382,1506,Erratic/Manipulated,True
TLRY,132,0.1419195222775235,-0.1306792471797108,28.78787878787879,0.9424792802418723,-0.18171101817614946,0.23263634058872656,-0.06628202828850267,1.0418482612227609,15.222961706491812,0.05706702057067021,0.047113470471134705,-0.01088932643316314,0.1486396814863968,-0.94301204796297,1.6782547319493422,1506,Erratic/Manipulated,True
MLI,154,0.1409698308566101,0.1431538748720863,64.93506493506493,0.26156117510889115,-0.08234747331428072,0.2363302920090421,-0.004896527352139618,0.3284378914186845,5.740780355345349,0.003981420039814201,0.021897810218978103,-0.011761519652902664,0.7936297279362973,10.017642056745839,1.0761365786616626,1506,Mixed,True
ADMA,118,0.13989074560618375,0.01631671163799031,54.23728813559322,0.36511082529943506,-0.12703675625248453,0.23791252014700198,-0.012309283979012983,0.6215253869568901,9.93148345252498,0.0245520902455209,0.0457863304578633,1.8347483892822146e-05,0.555408095554081,1.8954706449397274,1.0714525002937036,1506,Erratic/Manipulated,True
SPOT,129,0.13303821732533302,-0.028676245288163704,46.51162790697674,0.4234115740170626,-0.11946035371095354,0.24442881874627623,-0.01378853104203066,0.4869233998912692,3.59774303958575,0.026542800265428004,0.0325149303251493,-2.6076536390537634e-06,0.4804246848042468,1.023779671233748,1.3106138106986542,1506,Erratic/Manipulated,True
AEYE,137,0.1261422636630158,-0.13626359644716357,24.817518248175183,1.0843475793438702,-0.1901585201539653,0.22177944100064645,-0.02246630082673546,0.8487025863765594,4.5824839695710065,0.035832780358327807,0.05706702057067021,0.0035953539742442447,0.28201725282017254,-0.362626243846633,1.5284632653504948,1506,Erratic/Manipulated,True
ARQT,122,0.1248148459039707,-0.07430386470545097,34.42622950819672,0.6334302802421019,-0.14220825712354818,0.2393113987856994,0.03331445703057408,0.7153482879635239,3.6947184542640468,0.028533510285335104,0.043795620437956206,-0.003951446943338733,0.45719973457199736,-0.22455622260090802,1.1872961424519723,1506,Erratic/Manipulated,True
CROX,127,0.12328524253888513,-0.004499993326123496,48.818897637795274,0.3845981588722816,-0.12596707765604684,0.23818828188443159,-0.029641145128489574,0.5416314466723754,8.44757865074705,0.021234240212342402,0.021897810218978103,-2.31406736939025e-05,0.42601194426011946,2.846509058997095,1.502270357791032,1506,Mixed,True
CRWD,126,0.11412595171987003,-0.010300229437992026,47.61904761904761,0.3601829933164391,-0.10956226791337458,0.2428887310104383,0.060597276425833256,0.5166098072770562,2.3212712205211004,0.023888520238885203,0.028533510285335104,-0.0026241255110629282,0.5321831453218314,5.775425137963875,1.5025274784419504,1506,Erratic/Manipulated,True
ACRS,127,0.11344521198459206,-0.040675308799742016,40.94488188976378,0.5169177067219533,-0.1662957176999784,0.25371190504444197,-0.01204833917569121,1.2786947542293832,381.4142941472902,0.0225613802256138,0.055076310550763105,0.02577417112957802,0.36496350364963503,1.7777777696015575,1.069477026961437,1506,Erratic/Manipulated,True
CENX,135,0.1120224527908991,-0.032402585082110136,44.44444444444444,0.4618299523006982,-0.16782354681694017,0.23205820614285552,-0.011510483156067338,0.7294833768109932,1.895489349590247,0.034505640345056404,0.015262110152621102,0.017348694525930183,0.5700066357000664,6.5489050809331895,1.9194540371864033,1506,Erratic/Manipulated,True
