strat,label,n,mean,median,win%,avg_win,avg_loss,pf,avg_hold,cagr,vol,sharpe,maxdd,mar,tim,train_cagr,train_sharpe,test_cagr,test_sharpe,test_maxdd,test_mar,family
r_target,R-target 4.0R (2.5ATR stop) + signal,135573,0.0021464329081665946,-0.010135106195016341,44.55975747383329,0.08290055508616224,-0.06275920125397512,1.061690002672556,15.376313867805537,0.053754444882741836,0.16067119513288292,0.4062821055113933,-0.348448039561569,0.15426817998568104,0.9992841803865425,0.004761063628028639,0.11483068828550134,0.11892936181029401,0.8755546010500966,-0.19627067818232738,0.6059456405394061,r_target
r_target,R-target 5.0R (2.5ATR stop) + signal,135573,0.0022229220815672066,-0.010153309588224357,44.548693323891925,0.08311648861110309,-0.0627656760816722,1.0638690188000854,15.54970384958657,0.051284236536387695,0.16032126330454807,0.3921820158048201,-0.34878581928928437,0.14703647252886834,0.9992841803865425,0.004119363888609007,0.11115248392526916,0.1139054670431594,0.8468968960189649,-0.19530981199397224,0.5832040176592603,r_target
breakeven_trail,Breakeven@1.0R then 3xATR trail + signal,135573,-0.0003288944730442417,-0.00534049433029482,44.17841310585441,0.07545848908230617,-0.06030867156661257,0.9902304483186449,14.287461367676455,-0.0005018474840410292,0.16389863730556437,0.07894153287906336,-0.3870012391168198,-0.0012967593726219105,0.9992841803865425,-0.026204914286510506,-0.059010196325130854,0.032866091374593065,0.2978436819584552,-0.2160077187148996,0.15215239330392527,breakeven_trail
breakeven_trail,Breakeven@1.5R then 3xATR trail + signal,135573,0.00047546398109741395,-0.008819300677514796,45.167548110611996,0.07743819539672347,-0.0629216257742883,1.0137809774078346,14.973106739542533,0.02539442095147626,0.16223676654942173,0.23574145341786343,-0.36857158490963765,0.06889956250344742,0.9992841803865425,-0.011991744168107665,0.020641376367637142,0.0745424497758449,0.5807451568849126,-0.19498118827674032,0.3823058543988636,breakeven_trail
donchian,Donchian 10d-low exit + 2ATR stop,135573,0.0010329641977116942,-0.03163559532890248,31.19647717465867,0.13104538421049355,-0.05791648092949374,1.02592223409398,18.554306535962176,0.020487136764982372,0.1783392105092891,0.20297577584571336,-0.3996070799856421,0.05126820266977871,0.9992841803865425,-0.018223358850366966,0.0035473575368183854,0.07146435909737536,0.5245382189202197,-0.2211061040474227,0.32321296332030586,donchian
donchian,Donchian 20d-low exit + 2ATR stop,135573,0.0026339246463002604,-0.04090947207148499,28.437078179283485,0.17834117232913996,-0.06718715884077993,1.0547808801683467,27.984111880684207,0.07334854455488293,0.1785189399732306,0.4857807976739147,-0.3539227964559274,0.20724447616647587,0.9992841803865425,0.008419436694669047,0.13982907410350218,0.16118189125377125,1.0196935368144304,-0.2150635507341892,0.7494616856437298,donchian
sar,Parabolic SAR (0.02/0.20),135573,-0.00023644197782073025,-0.0026846746595370332,39.88921097858718,0.039788679485485624,-0.02679690708708208,0.985321303719763,5.007715400559109,-0.07301588647877166,0.16532513267094917,-0.3758745275519685,-0.5330962626278565,-0.13696566942496566,0.9992841803865425,-0.07689649329204407,-0.36003681742359306,-0.06810106191684207,-0.40363972641786405,-0.26472467132042593,-0.257252418435952,sar
sar,Parabolic SAR slow (0.01/0.10),135573,0.00047242329191043037,-0.0025528305579165514,40.170977997093814,0.04418934230953456,-0.02888041138876354,1.0273411024693087,6.3020365411992065,-0.032583267700902474,0.16501044449693428,-0.1182565703657111,-0.46796940194093267,-0.06962691912283434,0.9992841803865425,-0.0588787497343477,-0.2554097868308307,0.0016119337734015193,0.08535535105478428,-0.2394550196985183,0.0067316766857967595,sar
time_cond_signal,Signal + dead-money time stop @10d if <0%,135573,0.003157557976163907,-0.008314680677762087,42.176539576464336,0.08105299530249234,-0.05365951888426319,1.1017654788961384,16.257595538934744,0.08634700582884292,0.16393857580448626,0.587189801759614,-0.2910170094386921,0.2967077628740235,0.9992841803865425,0.03985703401652585,0.30960200545041994,0.14792107394470588,1.014922722015833,-0.1750530665316988,0.8450070420098592,time_cond_signal
time_cond_signal,Signal + dead-money time stop @20d if <0%,135573,0.004531088172872604,-0.0041420511228545944,46.80135425195282,0.0816567416695996,-0.06331998172670629,1.134512038927954,19.37050150103634,0.09931734747703813,0.16925342895458573,0.6440794739698606,-0.2899025264494092,0.34258876144830686,0.9992841803865425,0.044723808770781304,0.33090318283090775,0.1722162514834531,1.1287032077613686,-0.1794747107184351,0.9595572033189163,time_cond_signal
