date,symbol,side,state,sector,signal_type,score,d0_close,fwd_d1,fwd_d3,fwd_d5,fwd_d10,fwd_d14,fwd_last,days,rank120,RSI,L2_trend,L2_pump,H4_RSI,H4_FJ
2026-04-29,UPS,BUY,,99 未分组,C_ok,,106.61,0.020542,-0.096614,-0.063033,-0.076541,-0.091736,-0.078417,16,,,,,,
2026-04-29,V,BUY,,99 未分组,C_ok,,334.86,-0.014991,-0.02392,-0.04796,-0.043451,-0.014782,-0.011169,16,,,,,,
2026-05-06,AMGN,BUY,,99 未分组,C_ok,,331.11,-0.006101,-0.004591,0.016128,0.001389,,0.02404,12,,,,,,
2026-05-06,ASML,BUY,,04 半导体设备 / EDA,C_ok,,1544.74,-0.018217,0.01364,0.023849,0.003489,,0.065901,12,,,,,,
2026-05-06,BABA,BUY,,99 未分组,C_ok + V2_4h_first_green,,141.44,-0.003111,-0.02927,0.030896,-0.049279,,-0.081165,12,,,,,,
2026-05-06,BHP,BUY,,13 材料 / 电网,C_ok,,84.33,-0.021108,0.039369,0.076841,-0.009249,,0.00249,12,,,,,,
2026-05-06,CVS,BUY,,99 未分组,C_ok,,86.86,0.005756,0.061709,0.129519,0.073912,,0.078747,12,,,,,,
2026-05-06,DIS,BUY,,99 未分组,C_ok,,108.06,0.005553,-0.030909,-0.029243,-0.036831,,-0.042615,12,,,,,,
2026-05-06,FDX,BUY,,99 未分组,C_ok,,377.19,-0.003341,0.004534,-0.019857,0.025584,,0.053713,12,,,,,,
2026-05-06,FN,BUY,,99 未分组,C_ok,,679.09,-0.078001,-0.043529,0.025004,-0.024857,,0.039244,12,,,,,,
2026-05-06,GS,BUY,,99 未分组,C_ok,,937.35,-0.012247,0.008012,0.019278,0.047762,,0.067659,12,,,,,,
2026-05-06,HD,BUY,,99 未分组,C_ok,,323.05,-0.001269,-0.036063,-0.063458,-0.038601,,-0.032038,12,,,,,,
2026-05-06,HOOD,BUY,,99 未分组,C_rev_ok,,79.05,-0.035041,0.021885,-0.029096,-0.041619,,-0.055788,12,,,,,,
2026-05-06,JD,BUY,,99 未分组,C_ok,,30.69,-0.01564,-0.005213,0.100358,0.057673,,-0.000652,12,,,,,,
2026-05-06,LEU,BUY,,08 核能,C_ok + V2_4h_first_green,,231.32,-0.108162,-0.078247,-0.168641,-0.26807,,-0.219652,12,,,,,,
2026-05-06,LIN,BUY,,13 材料 / 电网,C_ok,,501.87,-0.01598,0.005041,0.022695,0.009485,,0.02949,12,,,,,,
2026-05-06,LOW,BUY,,99 未分组,C_ok,,233.37,-0.01067,-0.031324,-0.055363,-0.052792,,-0.082958,12,,,,,,
2026-05-06,LYV,BUY,,99 未分组,C_ok,,167.82,-0.012335,-0.028721,0.003814,-0.020141,,-0.011918,12,,,,,,
2026-05-06,NNE,BUY,,08 核能,C_ok + V1_low_breakout,,29.07,-0.081527,-0.024768,-0.069487,-0.163743,,-0.065187,12,,,,,,
2026-05-06,NVDA,BUY,,98 超巨,C_ok,,207.83,0.017659,0.055863,0.086609,0.075254,,0.041716,12,,,,,,
2026-05-06,PDD,BUY,,99 未分组,C_ok,,102.31,-0.007819,-0.034307,-0.026488,-0.040661,,-0.044179,11,,,,,,
2026-05-06,PFE,BUY,,99 未分组,C_ok,,26.53,-0.001885,-0.027139,-0.021485,-0.027893,,-0.02239,12,,,,,,
2026-05-06,REGN,BUY,,99 未分组,C_rev_ok,,721.05,-0.016573,-0.011483,-0.001623,-0.09887,,-0.117065,12,,,,,,
2026-05-06,SMCI,BUY,,06 服务器 / 数据中心硬件,C_ok + V1_low_breakout,,34.66,-0.030006,-0.032891,-0.076746,-0.034622,,0.017023,12,,,,,,
2026-05-06,SMR,BUY,,08 核能,V2_4h_first_green,,13.52,-0.069527,-0.017012,-0.115385,-0.231509,,-0.144601,12,,,,,,
2026-05-06,SONO,BUY,,99 未分组,C_ok,,14.76,0.008808,0.031165,-0.00813,0.017615,,0.029133,12,,,,,,
2026-05-06,UBER,BUY,,99 未分组,C_ok,,79.17,-0.03082,-0.038146,-0.056461,-0.057724,,-0.085258,12,,,,,,
2026-05-06,UUUU,BUY,,08 核能,C_ok,,23.52,-0.007228,-0.062925,-0.142007,-0.286565,,-0.240646,11,,,,,,
2026-05-06,VRTX,BUY,,99 未分组,C_ok,,427.65,-0.006197,0.017585,0.059418,0.006524,,0.015363,12,,,,,,
2026-05-06,BE,SELL,,09 储能,SELL_weak_trend_followthrough,,285.47,-0.093985,-0.00543,0.015028,-0.011069,,0.072442,12,,,,,,
2026-05-06,TWLO,SELL,,99 未分组,SELL_high_weakening,,191.4,0.029624,0.037565,0.006322,-0.010815,,-0.017189,12,,,,,,
