date,symbol,side,state,sector,signal_type,score,d0_close,fwd_d1,fwd_d3,fwd_d5,fwd_d10,fwd_d14,fwd_last,days,rank120,RSI,L2_trend,L2_pump,H4_RSI,H4_FJ
2026-05-06,ZM,SELL,,99 未分组,SELL_high_weakening,,105.13,0.030724,0.018929,-0.025682,-0.054314,,0.018739,12,,,,,,
2026-05-07,APP,BUY,,99 未分组,C_ok,,498.87,-0.060777,-0.016397,-0.027482,-0.026019,,-0.024739,11,,,,,,
2026-05-07,C,BUY,,99 未分组,C_ok,,129.09,-0.027423,-0.020528,-0.033078,-0.029979,,-0.02688,11,,,,,,
2026-05-07,COST,BUY,,99 未分组,C_ok,,1012.06,-0.003231,0.009703,0.028842,0.037932,,0.018181,11,,,,,,
2026-05-07,DASH,BUY,,99 未分组,C_ok,,171.35,-0.043303,-0.09431,-0.103006,-0.070499,,-0.051123,11,,,,,,
2026-05-07,DDOG,BUY,,98 AI软件 / SAAS,C_ok,,188.73,0.060563,0.059397,0.074763,0.155301,,0.179913,11,,,,,,
2026-05-07,DOCU,BUY,,99 未分组,C_ok,,48.19,-0.006018,-0.062461,-0.055821,0.016186,,0.026873,11,,,,,,
2026-05-07,ENPH,BUY,,10 太阳能,V2_4h_first_green,,35.47,0.027629,0.056668,0.353538,0.757542,,0.803214,11,,,,,,
2026-05-07,FCX,BUY,,13 材料 / 电网,C_ok,,60.61,0.017159,0.089424,0.091239,0.028048,,0.026811,11,,,,,,
2026-05-07,INTU,BUY,,99 未分组,V2_4h_first_green,,406.78,-0.025739,-0.046807,-0.070038,-0.24512,,-0.240892,11,,,,,,
2026-05-07,PANW,BUY,,12 网络安全,C_ok,,196.53,0.057752,0.097034,0.21208,0.286928,,0.323309,11,,,,,,
2026-05-07,PLTR,BUY,,98 AI软件 / SAAS,C_ok,,137.05,0.005472,-0.007661,-0.024225,0.002663,,-0.003502,11,,,,,,
2026-05-07,RUN,BUY,,10 太阳能,C_ok,,13.8,0.058696,0.021739,0.062319,0.046739,,0.058775,11,,,,,,
2026-05-07,SNOW,BUY,,98 AI软件 / SAAS,C_ok,,153.72,-0.008262,-0.011319,-0.019256,0.076893,,0.122626,11,,,,,,
2026-05-07,SPOT,BUY,,99 未分组,C_ok,,427.43,-0.02246,0.012446,0.011955,0.146223,,0.237945,11,,,,,,
2026-05-07,ZS,BUY,,12 网络安全,C_ok,,152.79,-0.00432,-0.043327,0.005956,0.119249,,0.170365,11,,,,,,
2026-05-07,AMD,SELL,,03 GPU / AI芯片,SELL_weak_trend_followthrough,,408.46,0.114405,0.097513,0.100965,0.100695,,0.142633,11,,,,,,
2026-05-07,AMZN,SELL,,98 超巨,SELL_weak_trend_followthrough,,271.17,0.005568,-0.019729,-0.014567,-0.009994,,-0.012612,11,,,,,,
2026-05-07,APLD,SELL,,98 数据中心,SELL_high_weakening,,41.53,-0.006742,0.05779,0.124729,0.156273,,0.107874,11,,,,,,
2026-05-07,DELL,SELL,,06 服务器 / 数据中心硬件,SELL_high_weakening,,230.27,0.131107,0.037651,0.076519,0.097842,,0.281409,11,,,,,,
2026-05-07,GOOGL,SELL,,98 超巨,SELL_weak_trend_followthrough,,397.99,0.00706,-0.026734,0.007739,-0.025955,,-0.031358,11,,,,,,
2026-05-07,INTC,SELL,,03 GPU / AI芯片,SELL_weak_trend_followthrough,,109.62,0.139573,0.100255,0.057562,0.081007,,0.096789,11,,,,,,
2026-05-07,NUE,SELL,,13 材料 / 电网,SELL_weak_trend_followthrough,,226.7,0.003529,0.013807,0.027128,-0.001147,,0.02124,11,,,,,,
2026-05-07,SPX,SELL,,99 未分组,SELL_weak_trend_followthrough,,7337.1099,0.008426,0.008702,0.02237,0.014803,,0.020538,11,,,,,,
2026-05-07,TXN,SELL,,99 未分组,SELL_weak_trend_followthrough,,285.24,0.008975,0.034813,0.080389,0.046102,,0.104053,11,,,,,,
2026-05-08,AVGO,BUY,,03 GPU / AI芯片,C_ok,,430.0,-0.003651,-0.030721,-0.011186,-0.037767,,-0.037767,10,,,,,,
2026-05-08,COIN,BUY,,99 未分组,C_ok,,201.16,0.076755,0.003182,-0.028485,-0.057069,,-0.057069,10,,,,,,
2026-05-08,CRCL,BUY,,99 未分组,C_ok,,113.67,0.159145,0.113486,0.002903,0.029295,,0.029295,10,,,,,,
2026-05-08,EOSE,BUY,,09 储能,C_ok + V2_4h_first_green,,8.01,0.069913,0.033708,-0.018102,0.018077,,0.018077,10,,,,,,
2026-05-08,LYFT,BUY,,99 未分组,C_ok,,14.35,-0.03345,-0.04669,-0.096167,-0.054704,,-0.054704,10,,,,,,
2026-05-08,MVST,BUY,,99 未分组,C_ok,,2.13,-0.051643,-0.286385,-0.333333,-0.316901,,-0.316901,10,,,,,,
2026-05-08,TLT,BUY,,99 未分组,C_ok,,86.08,-0.006041,-0.01487,-0.028113,-0.020853,,-0.020853,10,,,,,,
2026-05-08,ZIM,BUY,,99 未分组,C_ok,,26.61,-0.005261,-0.032319,-0.039083,-0.052612,,-0.052612,10,,,,,,
2026-05-08,NET,SELL,,99 未分组,SELL_high_weakening,,196.13,-0.013308,-0.017896,0.007291,0.100112,,0.100112,10,,,,,,
2026-05-11,AES,BUY,,07 数据中心电力,C_ok,,14.35,0.004878,0.007665,0.012544,,,0.023345,9,,,,,,
2026-05-11,CRWV,BUY,,98 数据中心,C_ok,,114.7,-0.060593,-0.004228,-0.095292,,,-0.071055,9,,,,,,
2026-05-11,D,BUY,,15 公用事业,C_ok,,62.56,0.005754,0.006554,0.079923,,,0.090953,9,,,,,,
2026-05-11,LI,BUY,,99 未分组,C_ok,,18.87,-0.006889,0.021198,-0.115527,,,-0.158983,9,,,,,,
2026-05-11,MA,BUY,,99 未分组,C_ok,,497.81,0.004018,-0.015809,0.01603,,,0.002913,9,,,,,,
2026-05-11,O,BUY,,99 未分组,C_ok,,62.36,0.002726,-0.006414,-0.010423,,,-0.006013,9,,,,,,
2026-05-11,PLUG,BUY,,99 未分组,C_ok,,3.52,0.011364,0.076705,-0.019886,,,0.098011,9,,,,,,
2026-05-11,RTX,BUY,,99 未分组,C_ok,,178.61,0.001568,-0.016405,-0.014893,,,-0.009882,9,,,,,,
2026-05-11,VICR,BUY,,99 未分组,C_ok,,312.96,-0.06528,-0.071638,-0.204307,,,-0.156442,9,,,,,,
2026-05-11,GOOG,SELL,,99 未分组,SELL_weak_trend_followthrough,,386.77,-0.007627,0.026889,0.016392,,,-0.012643,9,,,,,,
2026-05-11,HUM,SELL,,99 未分组,SELL_weak_trend_followthrough,,274.26,0.076898,0.098775,0.11573,,,0.123842,9,,,,,,
2026-05-12,AXTI,SELL,,05 AI网络 / 光模块,SELL_high_weakening,,122.9,-0.007811,0.00716,-0.08153,,,0.053702,8,,,,,,
2026-05-12,DDOG,SELL,,98 AI软件 / SAAS,SELL_high_weakening,,199.94,0.026858,0.040212,0.076073,,,0.113759,8,,,,,,
2026-05-12,FLNC,SELL,,09 储能,SELL_high_weakening,,21.28,0.038534,-0.023966,-0.158365,,,0.052632,8,,,,,,
2026-05-12,FTNT,SELL,,12 网络安全,SELL_high_weakening,,113.87,0.033547,0.078247,0.120927,,,0.169404,8,,,,,,
2026-05-12,GLW,SELL,,05 AI网络 / 光模块,SELL_high_weakening,,198.24,0.041717,-0.032435,-0.113045,,,-0.023456,8,,,,,,
2026-05-12,NDX,SELL,,99 未分组,SELL_weak_trend_followthrough,,29064.8008,0.010395,0.002078,-0.008463,,,0.017364,8,,,,,,
2026-05-12,PANW,SELL,,12 网络安全,SELL_high_weakening,,215.6,0.05654,0.126299,0.113776,,,0.20654,8,,,,,,
2026-05-12,QCOM,SELL,,99 未分组,SELL_high_weakening,,210.31,0.013599,-0.041938,-0.069897,,,0.132186,8,,,,,,
2026-05-12,TSLA,SELL,,98 超巨,SELL_high_weakening,,433.45,0.02727,-0.025862,-0.06769,,,-0.015504,8,,,,,,
2026-05-13,AMZN,BUY,,98 超巨,Gann_BUY_A_new_zero,,270.13,-0.010773,-0.019509,-0.018954,,,-0.006182,6,,,,,,
2026-05-13,EOG,BUY,,14 能源,Gann_BUY_A_new_zero,,134.93,0.007856,0.059735,0.049655,,,0.045098,7,,,,,,
2026-05-13,JNJ,BUY,,99 未分组,Gann_BUY_A_new_zero,,230.42,0.001649,-0.00651,-0.004774,,,0.017208,7,,,,,,
2026-05-13,LCID,BUY,,99 未分组,Gann_BUY_A_new_zero,,6.39,-0.018779,-0.103286,-0.111111,,,-0.06964,7,,,,,,
2026-05-13,PDD,BUY,,99 未分组,Gann_BUY_A_new_zero,,99.6,-0.040361,-0.046486,-0.014558,,,-0.058233,7,,,,,,
2026-05-13,SCHW,BUY,,99 未分组,Gann_BUY_A_new_zero,,91.17,-0.018975,0.013382,-0.011627,,,-0.001261,7,,,,,,
2026-05-13,CCI,SELL,,98 数据中心 REIT,Gann_SELL_1_confirmed,,89.62,-0.025776,0.003347,0.033698,,,0.024269,7,,,,,,
2026-05-13,CRDO,SELL,,05 AI网络 / 光模块,Gann_SELL_1_confirmed,,189.36,-0.025454,-0.174746,-0.033692,,,0.118399,7,,,,,,
2026-05-13,GE,SELL,,99 未分组,Gann_SELL_1_confirmed,,294.71,-0.010756,-0.029588,0.018527,,,0.027264,7,,,,,,
2026-05-13,OKLO,SELL,,08 核能,Gann_SELL_1_confirmed,,69.66,-0.035171,-0.159345,-0.101637,,,-0.037827,7,,,,,,
2026-05-13,OKTA,SELL,,12 网络安全,Gann_SELL_1_confirmed,,78.2,0.036445,0.113044,0.138619,,,0.169246,7,,,,,,
2026-05-14,APP,BUY,,99 未分组,Gann_BUY_A_new_zero,,485.16,0.032649,-0.017025,0.001505,,,0.001505,5,,,,,,
2026-05-14,BWXT,BUY,,08 核能,Gann_BUY_A_new_zero,,210.94,-0.029487,-0.064521,-0.039917,,,-0.030222,6,,,,,,
2026-05-14,BX,BUY,,99 未分组,Gann_BUY_A_new_zero,,122.46,-0.037318,-0.066961,-0.031765,,,-0.034093,6,,,,,,
2026-05-14,CSX,BUY,,99 未分组,Gann_BUY_A_new_zero,,45.92,-0.005662,0.003484,-0.000435,,,-0.003811,6,,,,,,
2026-05-14,CVX,BUY,,14 能源,Gann_BUY_A_new_zero,,186.64,0.023896,0.056847,0.023414,,,0.023628,6,,,,,,
2026-05-14,DUOL,BUY,,99 未分组,Gann_BUY_A_new_zero,,109.155,0.026614,0.045303,-0.032202,,,-0.027255,6,,,,,,
2026-05-14,GEV,BUY,,07 数据中心电力,Gann_BUY_A_new_zero,,1090.53,-0.037872,-0.072194,-0.042832,,,-0.035836,6,,,,,,
2026-05-14,META,BUY,,98 超巨,Gann_BUY_A_new_zero,,618.43,-0.006791,-0.025581,-0.017868,,,-0.017249,6,,,,,,
2026-05-14,NSC,BUY,,99 未分组,Gann_BUY_A_new_zero,,317.64,-0.00532,0.001763,-0.019519,,,-0.007713,6,,,,,,
2026-05-14,OKTA,BUY,,12 网络安全,Gann_BUY_A_new_zero,,81.05,0.021221,0.057372,0.103516,,,0.128131,6,,,,,,
2026-05-14,PLD,BUY,,98 数据中心 REIT,Gann_BUY_A_new_zero,,142.66,-0.014931,-0.001542,0.013809,,,0.018576,6,,,,,,
2026-05-14,SO,BUY,,15 公用事业,Gann_BUY_A_new_zero,,93.68,-0.012062,0.00491,0.005978,,,0.009927,6,,,,,,
2026-05-14,BA,SELL,,99 未分组,Gann_SELL_1_confirmed,,229.21,-0.038044,-0.061952,-0.041883,,,-0.043279,6,,,,,,
2026-05-14,UEC,SELL,,08 核能,Gann_SELL_1_confirmed,,14.81,-0.078326,-0.195814,-0.115463,,,-0.099939,6,,,,,,
2026-05-14,VIX,SELL,,99 未分组,Gann_SELL_1_confirmed,,17.26,0.067787,0.04635,-0.028969,,,-0.040556,6,,,,,,
2026-05-14,XPEV,SELL,,99 未分组,Gann_SELL_1_confirmed,,16.12,-0.031017,-0.073201,-0.030397,,,-0.039702,6,,,,,,
2026-05-15,ADBE,BUY,,98 AI软件 / SAAS,Gann_BUY_A_new_zero,,247.6,0.032472,0.023304,-0.014136,,,-0.014136,5,,,,,,
2026-05-15,MSFT,BUY,,98 超巨,Gann_BUY_A_new_zero,,421.92,0.00384,-0.002038,-0.006482,,,-0.006482,5,,,,,,
2026-05-15,SPOT,BUY,,99 未分组,Gann_BUY_A_new_zero,,436.94,0.018469,-0.008285,,,,0.121275,4,,,,,,
2026-05-15,TEAM,BUY,,98 AI软件 / SAAS,Gann_BUY_A_new_zero,,87.46,0.022582,-0.014064,-0.01635,,,-0.01635,5,,,,,,
2026-05-15,VIX,BUY,,99 未分组,Gann_BUY_A_new_zero,,18.43,-0.033098,-0.053717,-0.101465,,,-0.101465,5,,,,,,
2026-05-15,ASML,SELL,,04 半导体设备 / EDA,Gann_SELL_1_confirmed,,1501.8101,-0.01959,0.032174,0.097169,,,0.097169,5,,,,,,
2026-05-15,BHP,SELL,,13 材料 / 电网,Gann_SELL_1_confirmed,,84.4,-0.004502,-0.010071,0.001836,,,0.001836,5,,,,,,
2026-05-15,CAT,SELL,,99 未分组,Gann_SELL_1_confirmed,,888.31,-0.027423,-0.01773,-0.000839,,,-0.000839,5,,,,,,
2026-05-15,CDNS,SELL,,04 半导体设备 / EDA,Gann_SELL_1_confirmed,,347.24,-0.0036,0.010512,0.091694,,,0.091694,5,,,,,,
2026-05-15,CI,SELL,,99 未分组,Gann_SELL_1_confirmed,,285.27,0.004978,-0.007607,-0.001227,,,-0.001227,5,,,,,,
2026-05-15,COIN,SELL,,99 未分组,Gann_SELL_1_confirmed,,195.43,-0.03065,-0.021184,-0.029422,,,-0.029422,5,,,,,,
2026-05-15,CRCL,SELL,,99 未分组,Gann_SELL_1_confirmed,,114.0,-0.022895,-0.020877,0.026842,,,0.026842,5,,,,,,
2026-05-15,FCX,SELL,,13 材料 / 电网,Gann_SELL_1_confirmed,,63.01,-0.039835,-0.033963,-0.012379,,,-0.012379,5,,,,,,
2026-05-15,HG1!,SELL,,99 未分组,Gann_SELL_1_confirmed,,6.2515,0.003279,0.006239,0.021355,,,0.021355,5,,,,,,
2026-05-15,INTC,SELL,,03 GPU / AI芯片,Gann_SELL_1_confirmed,,108.77,-0.005516,0.093684,,,,0.089455,4,,,,,,
2026-05-15,LI,SELL,,99 未分组,Gann_SELL_1_confirmed,,18.51,-0.098325,-0.125878,-0.142626,,,-0.142626,5,,,,,,
2026-05-15,LRCX,SELL,,04 半导体设备 / EDA,Gann_SELL_1_confirmed,,284.72,-0.023743,0.025885,0.079394,,,0.079394,5,,,,,,
2026-05-15,METC,SELL,,99 未分组,Gann_SELL_1_confirmed,,14.51,-0.046864,-0.090283,-0.05031,,,-0.05031,5,,,,,,
2026-05-15,NIO,SELL,,99 未分组,Gann_SELL_1_confirmed,,6.1,-0.036066,-0.083607,-0.135508,,,-0.135508,5,,,,,,
2026-05-15,NNE,SELL,,08 核能,Gann_SELL_1_confirmed,,24.92,-0.030899,-0.024478,0.091493,,,0.091493,5,,,,,,
2026-05-15,NUE,SELL,,13 材料 / 电网,Gann_SELL_1_confirmed,,227.02,-0.002379,-0.005947,,,,-0.002555,4,,,,,,
2026-05-15,NVO,SELL,,99 未分组,Gann_SELL_1_confirmed,,44.74,-0.010282,0.007376,0.001341,,,0.001341,5,,,,,,
2026-05-15,RIO,SELL,,13 材料 / 电网,Gann_SELL_1_confirmed,,103.69,-0.003472,-0.003665,0.005304,,,0.005304,5,,,,,,
2026-05-15,ROKU,SELL,,99 未分组,Gann_SELL_1_confirmed,,124.02,0.001048,0.001129,0.019432,,,0.019432,5,,,,,,
2026-05-15,RUN,SELL,,10 太阳能,Gann_SELL_1_confirmed,,13.99,-0.03574,-0.021444,0.044675,,,0.044675,5,,,,,,
2026-05-15,SLV,SELL,,99 未分组,Gann_SELL_1_confirmed,,69.04,0.013036,-0.00449,-0.005794,,,-0.005794,5,,,,,,
2026-05-15,SMCI,SELL,,06 服务器 / 数据中心硬件,Gann_SELL_1_confirmed,,31.04,-0.006121,0.077964,0.134182,,,0.134182,5,,,,,,
2026-05-15,SNPS,SELL,,04 半导体设备 / EDA,Gann_SELL_1_confirmed,,502.42,-0.007942,-0.006946,0.054536,,,0.054536,5,,,,,,
2026-05-15,VICR,SELL,,99 未分组,Gann_SELL_1_confirmed,,273.67,-0.090072,-0.034604,-0.035335,,,-0.035335,5,,,,,,
2026-05-18,BAC,BUY,,99 未分组,BUY_B_D1FJ_low_H4_0birth,,50.69,0.000197,0.015782,,,,0.025745,4,,,,,,
2026-05-18,CCI,BUY,,98 数据中心 REIT,BUY_B_D1FJ_low_H4_0birth + Gann_BUY_A_new_zero,,89.92,0.026913,0.023577,,,,0.021352,4,,,,,,
2026-05-18,CRM,BUY,,98 AI软件 / SAAS,Gann_BUY_A_new_zero,,179.48,-0.000334,-0.017662,,,,0.002953,4,,,,,,
2026-05-18,HON,BUY,,99 未分组,BUY_B_D1FJ_low_H4_0birth + Gann_BUY_A_new_zero,,217.23,-0.000368,0.030244,,,,0.052111,4,,,,,,
2026-05-18,IBM,BUY,,98 AI软件 / SAAS,BUY_B_D1FJ_low_H4_0birth,,222.75,-0.001886,0.135668,,,,0.157845,4,,,,,,
2026-05-18,ISRG,BUY,,99 未分组,BUY_B_D1FJ_low_H4_0birth + Gann_BUY_A_new_zero,,439.92,0.003773,-0.000273,,,,-0.001512,4,,,,,,
2026-05-18,LMT,BUY,,99 未分组,Gann_BUY_A_new_zero,,528.31,-0.00318,-0.010448,,,,0.000918,4,,,,,,
2026-05-18,MCD,BUY,,99 未分组,BUY_B_D1FJ_low_H4_0birth + Gann_BUY_A_new_zero,,282.47,-0.005912,0.006054,,,,-0.004124,4,,,,,,
2026-05-18,MCO,BUY,,99 未分组,BUY_B_D1FJ_low_H4_0birth,,443.41,-0.020117,0.00442,,,,0.01484,4,,,,,,
2026-05-18,MDT,BUY,,99 未分组,BUY_B_D1FJ_low_H4_0birth + Gann_BUY_A_new_zero,,77.32,0.016296,0.010735,,,,0.015649,4,,,,,,
2026-05-18,MRK,BUY,,99 未分组,BUY_B_D1FJ_low_H4_0birth + Gann_BUY_A_new_zero,,112.56,0.014925,0.029495,,,,0.083333,4,,,,,,
2026-05-18,NET,BUY,,99 未分组,BUY_B_D1FJ_low_H4_0birth,,201.75,0.024684,0.054027,,,,0.069467,4,,,,,,
2026-05-18,NFLX,BUY,,99 未分组,BUY_B_D1FJ_low_H4_0birth + Gann_BUY_A_new_zero,,89.65,-0.003569,-0.003904,,,,-0.010206,4,,,,,,
2026-05-18,NKE,BUY,,99 未分组,BUY_B_D1FJ_low_H4_0birth,,42.57,-0.003524,0.042753,,,,0.043094,4,,,,,,
2026-05-18,NOC,BUY,,99 未分组,BUY_B_D1FJ_low_H4_0birth,,550.0,0.011527,0.002873,,,,0.011345,4,,,,,,
2026-05-18,RBLX,BUY,,99 未分组,BUY_B_D1FJ_low_H4_0birth + Gann_BUY_A_new_zero,,46.98,-0.053853,-0.01788,,,,0.008089,4,,,,,,
2026-05-18,SHOP,BUY,,99 未分组,BUY_B_D1FJ_low_H4_0birth,,102.39,-0.013478,0.024123,,,,0.027249,4,,,,,,
2026-05-18,SPGI,BUY,,99 未分组,BUY_B_D1FJ_low_H4_0birth + Gann_BUY_A_new_zero,,417.41,-0.016794,-0.004025,,,,0.001893,4,,,,,,
2026-05-18,TGT,BUY,,99 未分组,BUY_B_D1FJ_low_H4_0birth,,123.4,0.031118,0.022285,,,,0.023298,4,,,,,,
2026-05-18,TTD,BUY,,99 未分组,Gann_BUY_A_new_zero,,22.27,-0.049843,-0.044454,,,,0.003368,4,,,,,,
2026-05-18,WFC,BUY,,99 未分组,BUY_B_D1FJ_low_H4_0birth,,74.37,0.00242,0.020842,,,,0.026489,4,,,,,,
2026-05-18,AAPL,SELL,,98 超巨,SHORT_A_D1FJ_weak_H4_1birth,,297.84,0.003794,0.024006,,,,0.039014,4,,,,,,
2026-05-18,AMAT,SELL,,04 半导体设备 / EDA,Gann_SELL_1_confirmed + SHORT_A_D1FJ_weak_H4_1birth,,413.57,-0.016104,0.033344,,,,0.054404,4,,,,,,
2026-05-18,CL1!,SELL,,99 未分组,SHORT_A_D1FJ_weak_H4_1birth,,108.66,-0.008191,-0.113289,,,,-0.111541,4,,,,,,
2026-05-18,COHR,SELL,,05 AI网络 / 光模块,Gann_SELL_1_confirmed,,362.83,-0.025356,0.04181,,,,0.049252,4,,,,,,
2026-05-18,EOSE,SELL,,09 储能,Gann_SELL_1_confirmed,,7.43,-0.074024,0.099596,,,,0.097577,4,,,,,,
2026-05-18,FN,SELL,,99 未分组,SHORT_A_D1FJ_weak_H4_1birth,,700.26,-0.032145,0.004298,,,,0.007083,4,,,,,,
2026-05-18,FSLR,SELL,,10 太阳能,SHORT_A_D1FJ_weak_H4_1birth,,233.64,-0.051061,0.065229,,,,0.093755,4,,,,,,
2026-05-18,GLW,SELL,,05 AI网络 / 光模块,Gann_SELL_1_confirmed,,178.55,-0.015234,0.074713,,,,0.074713,3,,,,,,
2026-05-18,GOOG,SELL,,99 未分组,SHORT_A_D1FJ_weak_H4_1birth,,393.11,-0.020885,-0.024522,,,,-0.024522,3,,,,,,
2026-05-18,GOOGL,SELL,,98 超巨,SHORT_A_D1FJ_weak_H4_1birth,,396.94,-0.023379,-0.023379,,,,-0.023379,3,,,,,,
2026-05-18,LITE,SELL,,05 AI网络 / 光模块,Gann_SELL_1_confirmed,,884.98,0.005774,0.089855,,,,0.088598,4,,,,,,
2026-05-18,LLY,SELL,,99 未分组,SHORT_A_D1FJ_weak_H4_1birth,,988.09,0.033722,0.054206,,,,0.075914,4,,,,,,
2026-05-18,LYV,SELL,,99 未分组,SHORT_A_D1FJ_weak_H4_1birth,,167.49,-0.026748,-0.009016,,,,-0.010135,4,,,,,,
2026-05-18,META,SELL,,98 超巨,SHORT_A_D1FJ_weak_H4_1birth,,611.21,-0.014071,-0.006266,,,,-0.005857,4,,,,,,
2026-05-18,MRVL,SELL,,03 GPU / AI芯片,Gann_SELL_1_confirmed + SHORT_A_D1FJ_weak_H4_1birth,,168.93,0.04345,0.128811,,,,0.166164,4,,,,,,
2026-05-18,NVDA,SELL,,98 超巨,SHORT_A_D1FJ_weak_H4_1birth,,222.32,-0.007692,-0.012639,,,,-0.026111,4,,,,,,
2026-05-18,NVTS,SELL,,99 未分组,SHORT_A_D1FJ_weak_H4_1birth,,19.67,-0.012201,0.239451,,,,0.461108,4,,,,,,
